data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,2.0,0.0,38.0,0.0,40.0,2.824032224298272,1.5707963267948966,161.80512766123323,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,2.0,0.0,38.0,0.0,40.0,2.824032224298272,1.5707963267948966,161.80512766123323,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483,167.16143185901595,45.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483,167.16143185901595,45.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,2.0,0.0,38.0,0.0,40.0,2.824032224298272,1.5707963267948966,161.80512766123323,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483,167.16143185901595,45.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,2.0,0.0,38.0,0.0,40.0,2.824032224298272,1.5707963267948966,161.80512766123323,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,2.0,0.0,38.0,0.0,40.0,2.824032224298272,1.5707963267948966,161.80512766123323,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966,167.16143185901595,90.0
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-27--13h-59m-39s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
