data_dir,C,SB,DB_V,DB_H,N
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,4.0,1.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,1.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,1.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,5.0,1.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,4.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,3.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,1.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,4.0,2.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,4.0,0.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,3.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,2.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,3.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,3.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,5.0,1.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,1.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,2.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,2.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,2.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,1.0,75.0,1.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,7.0,0.0,73.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,1.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,3.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,4.0,1.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,3.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,4.0,1.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,3.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,3.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,4.0,0.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,2.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,4.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,6.0,0.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,2.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,2.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,2.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,5.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,2.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,3.0,75.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,1.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,6.0,0.0,74.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,2.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,3.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,1.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,3.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,4.0,0.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,3.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,0.0,0.0,80.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,1.0,78.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,2.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,1.0,77.0,0.0,80.0
2025-06-23--20h-04m-24s,4.0,0.0,76.0,0.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,2.0,0.0,77.0,1.0,80.0
2025-06-23--20h-04m-24s,1.0,0.0,79.0,0.0,80.0
2025-06-23--20h-04m-24s,3.0,0.0,77.0,0.0,80.0
