data_dir,C,DB_H,DB_V,SB,N
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,15.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,16.0,23.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,16.0,21.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,15.0,22.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,23.0,15.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,14.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,19.0,18.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,16.0,22.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,14.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,18.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,21.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,19.0,17.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,15.0,23.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,18.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,18.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,26.0,11.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,23.0,15.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,15.0,22.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,20.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,19.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,19.0,17.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,24.0,15.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,15.0,21.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,16.0,0.0,6.0,40.0
2025-06-18--17h-48m-38s,25.0,12.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,20.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,25.0,13.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,15.0,24.0,1.0,0.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,16.0,19.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,18.0,18.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,1.0,0.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,1.0,2.0,40.0
2025-06-18--17h-48m-38s,23.0,12.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,18.0,20.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,18.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,25.0,13.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,15.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,20.0,20.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,16.0,22.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,23.0,16.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,16.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,18.0,21.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,18.0,20.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,15.0,24.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,16.0,22.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,24.0,14.0,1.0,1.0,40.0
2025-06-18--17h-48m-38s,15.0,24.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,14.0,0.0,7.0,40.0
2025-06-18--17h-48m-38s,16.0,19.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,21.0,15.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,13.0,24.0,1.0,2.0,40.0
2025-06-18--17h-48m-38s,23.0,14.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,16.0,19.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,21.0,15.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,15.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,21.0,14.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,17.0,17.0,0.0,6.0,40.0
2025-06-18--17h-48m-38s,18.0,20.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,24.0,16.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,11.0,25.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,22.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,12.0,27.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,15.0,22.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,15.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,24.0,13.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,23.0,16.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,21.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,19.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,1.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,15.0,23.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,24.0,16.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,18.0,20.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,24.0,12.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,20.0,15.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,19.0,20.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,25.0,12.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,16.0,23.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,18.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,24.0,14.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,18.0,17.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,20.0,19.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,1.0,1.0,40.0
2025-06-18--17h-48m-38s,28.0,10.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,24.0,16.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,17.0,22.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,17.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,22.0,15.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,16.0,23.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,16.0,22.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,18.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,15.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,15.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,14.0,24.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,15.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,16.0,22.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,16.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,16.0,22.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,18.0,18.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,14.0,19.0,0.0,7.0,40.0
2025-06-18--17h-48m-38s,22.0,13.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,26.0,11.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,19.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,24.0,16.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,16.0,21.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,18.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,25.0,14.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,24.0,13.0,1.0,2.0,40.0
2025-06-18--17h-48m-38s,29.0,10.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,16.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,12.0,25.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,17.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,15.0,20.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,1.0,0.0,40.0
2025-06-18--17h-48m-38s,19.0,18.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,25.0,11.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,23.0,16.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,24.0,13.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,18.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,16.0,23.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,16.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,15.0,16.0,0.0,9.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,16.0,21.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,22.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,15.0,23.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,21.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,24.0,14.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,25.0,10.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,19.0,17.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,23.0,14.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,27.0,13.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,21.0,15.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,22.0,18.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,23.0,15.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,25.0,13.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,17.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,18.0,1.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,20.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,17.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,24.0,16.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,16.0,22.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,15.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,19.0,21.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,24.0,15.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,23.0,15.0,2.0,0.0,40.0
2025-06-18--17h-48m-38s,13.0,26.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,20.0,19.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,21.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,16.0,0.0,6.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,15.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,26.0,13.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,18.0,1.0,2.0,40.0
2025-06-18--17h-48m-38s,19.0,16.0,1.0,4.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,15.0,25.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,18.0,21.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,18.0,17.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,16.0,23.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,21.0,15.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,15.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,24.0,14.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,23.0,16.0,1.0,0.0,40.0
2025-06-18--17h-48m-38s,23.0,15.0,1.0,1.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,15.0,23.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,26.0,13.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,22.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,22.0,15.0,1.0,2.0,40.0
2025-06-18--17h-48m-38s,23.0,15.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,18.0,17.0,1.0,4.0,40.0
2025-06-18--17h-48m-38s,18.0,20.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,26.0,14.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,16.0,20.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,20.0,19.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,15.0,22.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,22.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,30.0,7.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,20.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,23.0,15.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,27.0,11.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,24.0,14.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,21.0,19.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,22.0,18.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,24.0,14.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,15.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,19.0,0.0,0.0,40.0
2025-06-18--17h-48m-38s,24.0,14.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,16.0,21.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,16.0,19.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,15.0,24.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,11.0,28.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,21.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,27.0,11.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,15.0,21.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,26.0,13.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,23.0,16.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,23.0,12.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,18.0,17.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,17.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,21.0,16.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,23.0,12.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,24.0,15.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,22.0,15.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,20.0,15.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,23.0,16.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,18.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,17.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,21.0,17.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,15.0,21.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,17.0,21.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,20.0,1.0,0.0,40.0
2025-06-18--17h-48m-38s,18.0,20.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,1.0,1.0,40.0
2025-06-18--17h-48m-38s,14.0,21.0,1.0,4.0,40.0
2025-06-18--17h-48m-38s,20.0,18.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,17.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,23.0,14.0,1.0,2.0,40.0
2025-06-18--17h-48m-38s,22.0,16.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,19.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,18.0,0.0,5.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,23.0,16.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,20.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,22.0,15.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,16.0,23.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,20.0,19.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,23.0,13.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,21.0,18.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,29.0,9.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,20.0,19.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,19.0,19.0,0.0,2.0,40.0
2025-06-18--17h-48m-38s,24.0,15.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,18.0,19.0,0.0,3.0,40.0
2025-06-18--17h-48m-38s,23.0,16.0,0.0,1.0,40.0
2025-06-18--17h-48m-38s,17.0,19.0,1.0,3.0,40.0
2025-06-18--17h-48m-38s,19.0,17.0,0.0,4.0,40.0
2025-06-18--17h-48m-38s,26.0,13.0,0.0,1.0,40.0
