data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-05-29--02h-33m-35s,0.5,0.0,36.0,3.5,40.0,,2.6905658417935308,0.3613671239067078
2025-05-29--02h-33m-35s,1.5,0.0,36.0,2.5,40.0,,2.6905658417935308,0.659058035826409
2025-05-29--02h-33m-35s,1.0,0.0,36.0,3.0,40.0,,2.6905658417935308,0.5235987755982988
2025-05-29--02h-33m-35s,0.5,0.0,38.0,1.5,40.0,,2.824032224298272,0.5235987755982988
2025-05-29--02h-33m-35s,0.0,0.0,38.0,2.0,40.0,,2.824032224298272,0.0
2025-05-29--02h-33m-35s,0.5,0.0,36.0,3.5,40.0,,2.6905658417935308,0.3613671239067078
2025-05-29--02h-33m-35s,0.5,0.0,37.0,2.5,40.0,,2.7518319207923185,0.4205343352839651
2025-05-29--02h-33m-35s,0.5,0.0,38.0,1.5,40.0,,2.824032224298272,0.5235987755982988
2025-05-29--02h-33m-35s,0.0,0.0,39.0,1.0,40.0,,2.917517368287974,0.0
2025-05-29--02h-33m-35s,0.0,0.0,37.0,3.0,40.0,,2.7518319207923185,0.0
2025-05-29--02h-33m-35s,0.5,0.0,38.0,1.5,40.0,,2.824032224298272,0.5235987755982988
2025-05-29--02h-33m-35s,1.0,0.0,36.0,3.0,40.0,,2.6905658417935308,0.5235987755982988
2025-05-29--02h-33m-35s,0.0,0.0,38.0,2.0,40.0,,2.824032224298272,0.0
2025-05-29--02h-33m-35s,0.0,0.0,38.0,2.0,40.0,,2.824032224298272,0.0
2025-05-29--02h-33m-35s,1.5,0.0,35.0,3.5,40.0,,2.636232143305636,0.5796397403637042
2025-05-29--02h-33m-35s,2.0,0.0,34.0,4.0,40.0,,2.5867816206097216,0.6154797086703874
2025-05-29--02h-33m-35s,1.0,0.0,37.0,2.0,40.0,,2.7518319207923185,0.6154797086703874
2025-05-29--02h-33m-35s,1.0,1.0,36.0,2.0,40.0,,2.636232143305636,0.6154797086703874
2025-05-29--02h-33m-35s,0.0,0.0,39.0,1.0,40.0,,2.917517368287974,0.0
2025-05-29--02h-33m-35s,1.0,0.0,36.0,3.0,40.0,,2.6905658417935308,0.5235987755982988
2025-05-29--02h-33m-35s,0.0,0.0,37.0,3.0,40.0,,2.7518319207923185,0.0
2025-05-29--02h-33m-35s,0.0,0.0,38.0,2.0,40.0,,2.824032224298272,0.0
2025-05-29--02h-33m-35s,0.0,0.0,39.0,1.0,40.0,,2.917517368287974,0.0
2025-05-29--02h-33m-35s,0.5,0.0,35.0,4.5,40.0,,2.636232143305636,0.3217505543966422
2025-05-29--02h-33m-35s,0.5,0.0,39.0,0.5,40.0,,2.917517368287974,0.7853981633974483
2025-05-29--02h-33m-35s,0.0,0.0,36.0,4.0,40.0,,2.6905658417935308,0.0
2025-05-29--02h-33m-35s,0.5,0.0,36.0,3.5,40.0,,2.6905658417935308,0.3613671239067078
2025-05-29--02h-33m-35s,0.0,0.0,38.0,2.0,40.0,,2.824032224298272,0.0
