data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-28--14h-15m-56s,0,0.0,1.0,1.0,2.5,4.5
2025-05-28--14h-15m-56s,1,0.0,4.0,0.0,1.5,5.5
2025-05-28--14h-15m-56s,2,0.0,1.0,1.0,2.0,4.0
2025-05-28--14h-15m-56s,3,0.0,1.0,1.0,1.0,3.0
2025-05-28--14h-15m-56s,4,0.0,2.0,2.0,2.5,6.5
2025-05-28--14h-15m-56s,5,0.0,0.0,2.0,2.5,4.5
2025-05-28--14h-15m-56s,6,0.0,1.0,0.0,3.5,4.5
2025-05-28--14h-15m-56s,7,0.0,2.0,1.0,1.0,4.0
2025-05-28--14h-15m-56s,8,0.0,0.0,0.0,2.5,2.5
2025-05-28--14h-15m-56s,9,0.0,3.0,1.0,1.5,5.5
2025-05-28--14h-15m-56s,10,0.0,1.0,0.0,3.5,4.5
2025-05-28--14h-15m-56s,11,0.0,2.0,1.0,2.5,5.5
2025-05-28--14h-15m-56s,12,0.0,3.0,0.0,2.5,5.5
2025-05-28--14h-15m-56s,13,0.0,4.0,1.0,2.5,7.5
2025-05-28--14h-15m-56s,14,0.0,2.0,1.0,2.0,5.0
2025-05-28--14h-15m-56s,15,0.0,0.0,1.0,0.0,1.0
2025-05-28--14h-15m-56s,16,0.5,0.0,0.0,2.0,2.5
2025-05-28--14h-15m-56s,17,0.0,3.0,3.0,2.0,8.0
2025-05-28--14h-15m-56s,18,0.0,3.0,0.0,2.5,5.5
2025-05-28--14h-15m-56s,19,0.0,0.0,2.0,2.0,4.0
2025-05-28--14h-15m-56s,20,0.0,2.0,0.0,1.5,3.5
2025-05-28--14h-15m-56s,21,0.0,2.0,0.0,1.5,3.5
2025-05-28--14h-15m-56s,22,0.0,2.0,0.0,0.0,2.0
2025-05-28--14h-15m-56s,23,0.0,1.0,2.0,4.0,7.0
2025-05-28--14h-15m-56s,24,0.0,3.0,0.0,1.0,4.0
2025-05-28--14h-15m-56s,25,0.5,2.0,0.0,1.0,3.5
2025-05-28--14h-15m-56s,26,0.0,2.0,0.0,4.0,6.0
2025-05-28--14h-15m-56s,27,0.0,1.0,0.0,0.5,1.5
2025-05-28--14h-15m-56s,28,0.0,2.0,0.0,1.0,3.0
2025-05-28--14h-15m-56s,29,0.0,2.0,1.0,2.0,5.0
2025-05-28--14h-15m-56s,30,0.5,2.0,0.0,3.0,5.5
2025-05-28--14h-15m-56s,31,0.5,0.0,2.0,1.5,4.0
2025-05-28--14h-15m-56s,32,0.0,3.0,2.0,2.0,7.0
2025-05-28--14h-15m-56s,33,0.0,0.0,0.0,0.5,0.5
2025-05-28--14h-15m-56s,34,0.5,2.0,0.0,2.5,5.0
2025-05-28--14h-15m-56s,35,0.0,3.0,0.0,3.5,6.5
2025-05-28--14h-15m-56s,36,0.0,0.0,0.0,1.0,1.0
2025-05-28--14h-15m-56s,37,0.0,4.0,0.0,1.5,5.5
2025-05-28--14h-15m-56s,38,0.0,0.0,0.0,1.5,1.5
2025-05-28--14h-15m-56s,39,0.0,2.0,0.0,2.5,4.5
2025-05-28--14h-15m-56s,40,0.0,1.0,0.0,2.0,3.0
2025-05-28--14h-15m-56s,41,0.0,3.0,1.0,3.0,7.0
