data_dir,C',HH,SB,VV,N,theta_estimate,delta_phi_estimate,clipped_delta_phi_estimate
2025-06-23--18h-17m-34s,0.0,25.0,14.0,1.0,40.0,0.9272952180016122,,0.0
2025-06-23--18h-17m-34s,1.0,23.0,12.0,4.0,40.0,1.0758322950780022,0.2617512500532008,0.2617512500532008
2025-06-23--18h-17m-34s,0.0,16.0,18.0,6.0,40.0,1.318116071652818,,0.0
2025-06-23--18h-17m-34s,0.0,26.0,12.0,2.0,40.0,0.9272952180016122,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,14.0,5.0,40.0,1.1592794807274087,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,16.0,2.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,19.0,0.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,15.0,2.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,17.0,1.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,1.0,18.0,19.0,2.0,40.0,1.1592794807274087,0.19983775471936452,0.19983775471936452
2025-06-23--18h-17m-34s,2.0,19.0,14.0,5.0,40.0,1.2132252231493863,0.3478103317044761,0.3478103317044761
2025-06-23--18h-17m-34s,0.0,23.0,14.0,3.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,1.0,21.0,16.0,2.0,40.0,1.0758322950780022,0.22190204133297373,0.22190204133297373
2025-06-23--18h-17m-34s,0.0,28.0,10.0,2.0,40.0,0.863211890069541,,0.0
2025-06-23--18h-17m-34s,1.0,20.0,19.0,0.0,40.0,1.0471975511965976,0.19983775471936452,0.19983775471936452
2025-06-23--18h-17m-34s,0.0,19.0,18.0,3.0,40.0,1.1592794807274087,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,12.0,3.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,1.0,23.0,14.0,2.0,40.0,1.0180812136981134,0.23991949793341552,0.23991949793341552
2025-06-23--18h-17m-34s,1.0,26.0,12.0,1.0,40.0,0.8956647938578649,0.2617512500532008,0.2617512500532008
2025-06-23--18h-17m-34s,0.0,22.0,14.0,4.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,2.0,26.0,10.0,2.0,40.0,0.9272952180016122,0.40990441432712615,0.40990441432712615
2025-06-23--18h-17m-34s,0.0,24.0,15.0,1.0,40.0,0.9581921787462742,,0.0
2025-06-23--18h-17m-34s,0.0,30.0,9.0,1.0,40.0,0.759761932507315,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,14.0,1.0,40.0,0.9272952180016122,,0.0
2025-06-23--18h-17m-34s,0.0,24.0,14.0,2.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,2.0,17.0,17.0,4.0,40.0,1.2397845987056022,0.31497323660639714,0.31497323660639714
2025-06-23--18h-17m-34s,0.0,22.0,16.0,2.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,1.0,16.0,15.0,8.0,40.0,1.369438406004566,0.23051048628331808,0.23051048628331808
2025-06-23--18h-17m-34s,1.0,24.0,12.0,3.0,40.0,1.0180812136981134,0.2617512500532008,0.2617512500532008
2025-06-23--18h-17m-34s,1.0,24.0,13.0,2.0,40.0,0.9884320889261531,0.25027239462116396,0.25027239462116396
2025-06-23--18h-17m-34s,0.0,24.0,14.0,2.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,15.0,4.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,14.0,4.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,1.0,23.0,13.0,3.0,40.0,1.0471975511965976,0.25027239462116396,0.25027239462116396
2025-06-23--18h-17m-34s,0.0,26.0,13.0,1.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,1.0,20.0,14.0,5.0,40.0,1.1863995522992576,0.23991949793341552,0.23991949793341552
2025-06-23--18h-17m-34s,0.0,28.0,9.0,3.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,0.0,24.0,13.0,3.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,16.0,1.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,1.0,18.0,17.0,4.0,40.0,1.2132252231493863,0.21397957697533332,0.21397957697533332
2025-06-23--18h-17m-34s,1.0,21.0,15.0,3.0,40.0,1.1040309877476002,0.23051048628331808,0.23051048628331808
2025-06-23--18h-17m-34s,0.0,23.0,13.0,4.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,16.0,1.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,0.0,20.0,18.0,2.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,0.0,19.0,18.0,3.0,40.0,1.1592794807274087,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,15.0,4.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,1.0,26.0,12.0,1.0,40.0,0.8956647938578649,0.2617512500532008,0.2617512500532008
2025-06-23--18h-17m-34s,0.0,18.0,16.0,6.0,40.0,1.2661036727794992,,0.0
2025-06-23--18h-17m-34s,0.0,24.0,15.0,1.0,40.0,0.9581921787462742,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,17.0,2.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,1.0,20.0,16.0,3.0,40.0,1.131834441185136,0.22190204133297373,0.22190204133297373
2025-06-23--18h-17m-34s,0.0,21.0,17.0,2.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,1.0,24.0,13.0,2.0,40.0,0.9884320889261531,0.25027239462116396,0.25027239462116396
2025-06-23--18h-17m-34s,0.0,26.0,14.0,0.0,40.0,0.863211890069541,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,15.0,4.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,15.0,3.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,15.0,2.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,0.0,28.0,10.0,2.0,40.0,0.863211890069541,,0.0
2025-06-23--18h-17m-34s,0.0,20.0,17.0,3.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,18.0,19.0,3.0,40.0,1.1863995522992576,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,14.0,3.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,15.0,2.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,18.0,1.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,1.0,29.0,9.0,1.0,40.0,0.7953988301841436,0.3057104853511912,0.3057104853511912
2025-06-23--18h-17m-34s,0.0,20.0,18.0,2.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,17.0,2.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,12.0,3.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,14.0,3.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,1.0,24.0,13.0,2.0,40.0,0.9884320889261531,0.25027239462116396,0.25027239462116396
2025-06-23--18h-17m-34s,0.0,26.0,13.0,1.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,13.0,6.0,40.0,1.1863995522992576,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,12.0,3.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,18.0,1.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,2.0,20.0,14.0,4.0,40.0,1.1592794807274087,0.3478103317044761,0.3478103317044761
2025-06-23--18h-17m-34s,0.0,22.0,15.0,3.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,1.0,25.0,12.0,2.0,40.0,0.9581921787462742,0.2617512500532008,0.2617512500532008
2025-06-23--18h-17m-34s,0.0,23.0,14.0,3.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,1.0,17.0,18.0,4.0,40.0,1.2397845987056022,0.20665021524406557,0.20665021524406557
2025-06-23--18h-17m-34s,0.0,19.0,19.0,2.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,2.0,21.0,13.0,4.0,40.0,1.131834441185136,0.3609155532692223,0.3609155532692223
2025-06-23--18h-17m-34s,0.0,23.0,15.0,2.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,15.0,0.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,0.0,26.0,13.0,1.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,0.0,28.0,12.0,0.0,40.0,0.7953988301841436,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,17.0,0.0,40.0,0.9581921787462742,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,15.0,3.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,1.0,21.0,16.0,2.0,40.0,1.0758322950780022,0.22190204133297373,0.22190204133297373
2025-06-23--18h-17m-34s,0.0,23.0,16.0,1.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,16.0,2.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,0.0,19.0,18.0,3.0,40.0,1.1592794807274087,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,17.0,2.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,1.0,25.0,13.0,1.0,40.0,0.9272952180016122,0.25027239462116396,0.25027239462116396
2025-06-23--18h-17m-34s,1.0,26.0,12.0,1.0,40.0,0.8956647938578649,0.2617512500532008,0.2617512500532008
2025-06-23--18h-17m-34s,0.0,27.0,11.0,2.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,0.0,24.0,14.0,2.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,13.0,2.0,40.0,0.9581921787462742,,0.0
2025-06-23--18h-17m-34s,0.0,19.0,18.0,3.0,40.0,1.1592794807274087,,0.0
2025-06-23--18h-17m-34s,1.0,20.0,15.0,4.0,40.0,1.1592794807274087,0.23051048628331808,0.23051048628331808
2025-06-23--18h-17m-34s,1.0,30.0,9.0,0.0,40.0,0.7227342478134156,0.3057104853511912,0.3057104853511912
2025-06-23--18h-17m-34s,0.0,18.0,21.0,1.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,16.0,2.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,1.0,22.0,17.0,0.0,40.0,0.9884320889261531,0.21397957697533332,0.21397957697533332
2025-06-23--18h-17m-34s,0.0,25.0,12.0,3.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,11.0,4.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,1.0,25.0,13.0,1.0,40.0,0.9272952180016122,0.25027239462116396,0.25027239462116396
2025-06-23--18h-17m-34s,0.0,20.0,19.0,1.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,0.0,27.0,13.0,0.0,40.0,0.8298316245918765,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,14.0,3.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,15.0,4.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,15.0,4.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,15.0,0.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,0.0,20.0,18.0,2.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,1.0,22.0,17.0,0.0,40.0,0.9884320889261531,0.21397957697533332,0.21397957697533332
2025-06-23--18h-17m-34s,1.0,22.0,17.0,0.0,40.0,0.9884320889261531,0.21397957697533332,0.21397957697533332
2025-06-23--18h-17m-34s,0.0,24.0,13.0,3.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,0.0,20.0,18.0,2.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,1.0,26.0,12.0,1.0,40.0,0.8956647938578649,0.2617512500532008,0.2617512500532008
2025-06-23--18h-17m-34s,0.0,22.0,16.0,2.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,0.0,24.0,12.0,4.0,40.0,1.0471975511965976,,0.0
2025-06-23--18h-17m-34s,1.0,19.0,19.0,1.0,40.0,1.1040309877476002,0.19983775471936452,0.19983775471936452
2025-06-23--18h-17m-34s,1.0,17.0,18.0,4.0,40.0,1.2397845987056022,0.20665021524406557,0.20665021524406557
2025-06-23--18h-17m-34s,0.0,20.0,18.0,2.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,12.0,5.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,0.0,20.0,16.0,4.0,40.0,1.1592794807274087,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,17.0,1.0,40.0,1.0180812136981134,,0.0
2025-06-23--18h-17m-34s,0.0,19.0,19.0,2.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,19.0,19.0,2.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,26.0,12.0,2.0,40.0,0.9272952180016122,,0.0
2025-06-23--18h-17m-34s,1.0,22.0,13.0,4.0,40.0,1.1040309877476002,0.25027239462116396,0.25027239462116396
2025-06-23--18h-17m-34s,0.0,19.0,21.0,0.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,0.0,29.0,7.0,4.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,1.0,27.0,11.0,1.0,40.0,0.863211890069541,0.2745915591600324,0.2745915591600324
2025-06-23--18h-17m-34s,0.0,23.0,13.0,4.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,0.0,19.0,19.0,2.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,24.0,15.0,1.0,40.0,0.9581921787462742,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,14.0,1.0,40.0,0.9272952180016122,,0.0
2025-06-23--18h-17m-34s,1.0,24.0,13.0,2.0,40.0,0.9884320889261531,0.25027239462116396,0.25027239462116396
2025-06-23--18h-17m-34s,0.0,19.0,19.0,2.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,2.0,25.0,13.0,0.0,40.0,0.8956647938578649,0.3609155532692223,0.3609155532692223
2025-06-23--18h-17m-34s,0.0,23.0,16.0,1.0,40.0,0.9884320889261531,,0.0
2025-06-23--18h-17m-34s,0.0,17.0,21.0,2.0,40.0,1.1863995522992576,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,14.0,4.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,0.0,25.0,13.0,2.0,40.0,0.9581921787462742,,0.0
2025-06-23--18h-17m-34s,1.0,22.0,15.0,2.0,40.0,1.0471975511965976,0.23051048628331808,0.23051048628331808
2025-06-23--18h-17m-34s,0.0,22.0,14.0,4.0,40.0,1.1040309877476002,,0.0
2025-06-23--18h-17m-34s,0.0,24.0,16.0,0.0,40.0,0.9272952180016122,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,15.0,3.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,1.0,21.0,17.0,1.0,40.0,1.0471975511965976,0.21397957697533332,0.21397957697533332
2025-06-23--18h-17m-34s,0.0,23.0,13.0,4.0,40.0,1.0758322950780022,,0.0
2025-06-23--18h-17m-34s,0.0,27.0,11.0,2.0,40.0,0.8956647938578649,,0.0
2025-06-23--18h-17m-34s,0.0,23.0,17.0,0.0,40.0,0.9581921787462742,,0.0
2025-06-23--18h-17m-34s,0.0,21.0,15.0,4.0,40.0,1.131834441185136,,0.0
2025-06-23--18h-17m-34s,0.0,22.0,13.0,5.0,40.0,1.131834441185136,,0.0
