data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--17h-58m-27s,1.5,19.0,2.0,17.5,40.0,1.124672394791883,0.2807909935801022
2025-05-23--17h-58m-27s,0.0,28.0,0.0,12.0,40.0,0.7803605868680022,0.0
2025-05-23--17h-58m-27s,0.0,27.0,2.0,11.0,40.0,0.8834118874085803,0.0
2025-05-23--17h-58m-27s,1.5,24.0,2.0,12.5,40.0,0.9783698582266241,0.3288607044945678
2025-05-23--17h-58m-27s,1.0,22.0,0.0,17.0,40.0,0.9783698582266241,0.2345277804372816
2025-05-23--17h-58m-27s,0.5,28.0,3.0,8.5,40.0,0.8834118874085803,0.2345277804372816
2025-05-23--17h-58m-27s,0.0,30.0,2.0,8.0,40.0,0.7803605868680022,0.0
2025-05-23--17h-58m-27s,0.5,30.0,0.0,9.5,40.0,0.7052935019057298,0.2222659806251162
2025-05-23--17h-58m-27s,1.0,26.0,2.0,11.0,40.0,0.9158243039860178,0.28872253391069386
2025-05-23--17h-58m-27s,0.5,28.0,2.0,9.5,40.0,0.8501126936578869,0.2222659806251162
2025-05-23--17h-58m-27s,0.0,29.0,4.0,7.0,40.0,0.8834118874085803,0.0
2025-05-23--17h-58m-27s,0.5,26.0,0.0,13.5,40.0,0.8501126936578869,0.18736105494478966
2025-05-23--17h-58m-27s,0.0,28.0,1.0,11.0,40.0,0.8158093449914965,0.0
2025-05-23--17h-58m-27s,0.0,27.0,3.0,10.0,40.0,0.9158243039860178,0.0
2025-05-23--17h-58m-27s,1.0,27.0,0.0,12.0,40.0,0.8158093449914965,0.277062865907599
2025-05-23--17h-58m-27s,1.5,26.0,2.0,10.5,40.0,0.9158243039860178,0.3564338525814142
2025-05-23--17h-58m-27s,0.5,28.0,0.0,11.5,40.0,0.7803605868680022,0.20259184530918437
2025-05-23--17h-58m-27s,1.0,26.0,3.0,10.0,40.0,0.9474488427308994,0.30199125879106337
2025-05-23--17h-58m-27s,0.0,28.0,2.0,10.0,40.0,0.8501126936578869,0.0
2025-05-23--17h-58m-27s,1.5,28.0,1.0,9.5,40.0,0.8158093449914965,0.3731082618073886
2025-05-23--17h-58m-27s,0.0,29.0,3.0,8.0,40.0,0.8501126936578869,0.0
2025-05-23--17h-58m-27s,0.5,31.0,1.0,7.5,40.0,0.7052935019057298,0.24907281986978974
2025-05-23--17h-58m-27s,0.0,24.0,2.0,14.0,40.0,0.9783698582266241,0.0
2025-05-23--17h-58m-27s,0.5,31.0,1.0,7.5,40.0,0.7052935019057298,0.24907281986978974
2025-05-23--17h-58m-27s,0.0,29.0,0.0,11.0,40.0,0.743593696754468,0.0
2025-05-23--17h-58m-27s,1.0,29.0,0.0,10.0,40.0,0.743593696754468,0.30199125879106337
2025-05-23--17h-58m-27s,1.0,28.0,1.0,10.0,40.0,0.8158093449914965,0.30199125879106337
2025-05-23--17h-58m-27s,1.0,29.0,2.0,8.0,40.0,0.8158093449914965,0.3351499755574887
2025-05-23--17h-58m-27s,0.5,31.0,1.0,7.5,40.0,0.7052935019057298,0.24907281986978974
2025-05-23--17h-58m-27s,0.5,28.0,2.0,9.5,40.0,0.8501126936578869,0.2222659806251162
2025-05-23--17h-58m-27s,0.5,27.0,4.0,8.5,40.0,0.9474488427308994,0.2345277804372816
2025-05-23--17h-58m-27s,0.5,30.0,1.0,8.5,40.0,0.743593696754468,0.2345277804372816
2025-05-23--17h-58m-27s,0.5,27.0,0.0,12.5,40.0,0.8158093449914965,0.1945306253576709
2025-05-23--17h-58m-27s,0.5,30.0,2.0,7.5,40.0,0.7803605868680022,0.24907281986978974
2025-05-23--17h-58m-27s,0.0,32.0,2.0,6.0,40.0,0.7052935019057298,0.0
2025-05-23--17h-58m-27s,2.0,27.0,2.0,9.0,40.0,0.8834118874085803,0.43475246621416713
2025-05-23--17h-58m-27s,0.0,25.0,3.0,12.0,40.0,0.9783698582266241,0.0
2025-05-23--17h-58m-27s,1.5,32.0,0.0,6.5,40.0,0.6229125019027184,0.44200476677681094
2025-05-23--17h-58m-27s,0.0,29.0,0.0,11.0,40.0,0.743593696754468,0.0
2025-05-23--17h-58m-27s,0.5,30.0,1.0,8.5,40.0,0.743593696754468,0.2345277804372816
2025-05-23--17h-58m-27s,1.5,24.0,2.0,12.5,40.0,0.9783698582266241,0.3288607044945678
2025-05-23--17h-58m-27s,0.0,24.0,4.0,12.0,40.0,1.0383828714675545,0.0
2025-05-23--17h-58m-27s,1.0,28.0,2.0,9.0,40.0,0.8501126936578869,0.3172771730595597
2025-05-23--17h-58m-27s,0.5,23.0,1.0,15.5,40.0,0.9783698582266241,0.1751187949816745
2025-05-23--17h-58m-27s,0.0,31.0,1.0,8.0,40.0,0.7052935019057298,0.0
2025-05-23--17h-58m-27s,0.5,24.0,1.0,14.5,40.0,0.9474488427308994,0.18093000192997485
2025-05-23--17h-58m-27s,0.0,29.0,2.0,9.0,40.0,0.8158093449914965,0.0
2025-05-23--17h-58m-27s,1.0,26.0,0.0,13.0,40.0,0.8501126936578869,0.2667111521503259
2025-05-23--17h-58m-27s,0.0,32.0,1.0,7.0,40.0,0.6651859482529922,0.0
2025-05-23--17h-58m-27s,1.5,29.0,1.0,8.5,40.0,0.7803605868680022,0.3923710685423601
2025-05-23--17h-58m-27s,0.0,31.0,0.0,9.0,40.0,0.6651859482529922,0.0
2025-05-23--17h-58m-27s,1.0,28.0,1.0,10.0,40.0,0.8158093449914965,0.30199125879106337
2025-05-23--17h-58m-27s,0.0,30.0,2.0,8.0,40.0,0.7803605868680022,0.0
2025-05-23--17h-58m-27s,0.0,26.0,3.0,11.0,40.0,0.9474488427308994,0.0
2025-05-23--17h-58m-27s,1.0,24.0,0.0,15.0,40.0,0.9158243039860178,0.24907281986978974
2025-05-23--17h-58m-27s,0.0,30.0,1.0,9.0,40.0,0.743593696754468,0.0
2025-05-23--17h-58m-27s,0.0,28.0,3.0,9.0,40.0,0.8834118874085803,0.0
2025-05-23--17h-58m-27s,0.5,27.0,3.0,9.5,40.0,0.9158243039860178,0.2222659806251162
2025-05-23--17h-58m-27s,1.0,26.0,1.0,12.0,40.0,0.8834118874085803,0.277062865907599
2025-05-23--17h-58m-27s,0.5,25.0,1.0,13.5,40.0,0.9158243039860178,0.18736105494478966
2025-05-23--17h-58m-27s,0.5,26.0,4.0,9.5,40.0,0.9783698582266241,0.2222659806251162
2025-05-23--17h-58m-27s,0.5,30.0,1.0,8.5,40.0,0.743593696754468,0.2345277804372816
2025-05-23--17h-58m-27s,1.5,29.0,0.0,9.5,40.0,0.743593696754468,0.3731082618073886
2025-05-23--17h-58m-27s,1.0,27.0,3.0,9.0,40.0,0.9158243039860178,0.3172771730595597
2025-05-23--17h-58m-27s,0.5,27.0,4.0,8.5,40.0,0.9474488427308994,0.2345277804372816
2025-05-23--17h-58m-27s,1.0,30.0,0.0,9.0,40.0,0.7052935019057298,0.3172771730595597
2025-05-23--17h-58m-27s,1.0,31.0,1.0,7.0,40.0,0.7052935019057298,0.3564338525814142
2025-05-23--17h-58m-27s,0.5,26.0,1.0,12.5,40.0,0.8834118874085803,0.1945306253576709
2025-05-23--17h-58m-27s,0.5,30.0,1.0,8.5,40.0,0.743593696754468,0.2345277804372816
2025-05-23--17h-58m-27s,1.0,28.0,1.0,10.0,40.0,0.8158093449914965,0.30199125879106337
2025-05-23--17h-58m-27s,0.0,29.0,1.0,10.0,40.0,0.7803605868680022,0.0
2025-05-23--17h-58m-27s,0.5,31.0,1.0,7.5,40.0,0.7052935019057298,0.24907281986978974
2025-05-23--17h-58m-27s,1.5,25.0,3.0,10.5,40.0,0.9783698582266241,0.3564338525814142
2025-05-23--17h-58m-27s,1.0,27.0,1.0,11.0,40.0,0.8501126936578869,0.28872253391069386
2025-05-23--17h-58m-27s,0.0,28.0,4.0,8.0,40.0,0.9158243039860178,0.0
2025-05-23--17h-58m-27s,0.0,28.0,3.0,9.0,40.0,0.8834118874085803,0.0
2025-05-23--17h-58m-27s,0.5,27.0,1.0,11.5,40.0,0.8501126936578869,0.20259184530918437
2025-05-23--17h-58m-27s,0.5,28.0,2.0,9.5,40.0,0.8501126936578869,0.2222659806251162
2025-05-23--17h-58m-27s,0.5,30.0,1.0,8.5,40.0,0.743593696754468,0.2345277804372816
2025-05-23--17h-58m-27s,0.5,26.0,2.0,11.5,40.0,0.9158243039860178,0.20259184530918437
2025-05-23--17h-58m-27s,0.5,27.0,2.0,10.5,40.0,0.8834118874085803,0.2117463452419459
2025-05-23--17h-58m-27s,0.0,30.0,3.0,7.0,40.0,0.8158093449914965,0.0
2025-05-23--17h-58m-27s,1.0,28.0,0.0,11.0,40.0,0.7803605868680022,0.28872253391069386
2025-05-23--17h-58m-27s,0.5,27.0,3.0,9.5,40.0,0.9158243039860178,0.2222659806251162
2025-05-23--17h-58m-27s,1.5,29.0,1.0,8.5,40.0,0.7803605868680022,0.3923710685423601
2025-05-23--17h-58m-27s,0.5,32.0,0.0,7.5,40.0,0.6229125019027184,0.24907281986978974
2025-05-23--17h-58m-27s,0.5,30.0,1.0,8.5,40.0,0.743593696754468,0.2345277804372816
2025-05-23--17h-58m-27s,0.5,23.0,3.0,13.5,40.0,1.0383828714675545,0.18736105494478966
2025-05-23--17h-58m-27s,1.5,28.0,0.0,10.5,40.0,0.7803605868680022,0.3564338525814142
2025-05-23--17h-58m-27s,0.5,26.0,0.0,13.5,40.0,0.8501126936578869,0.18736105494478966
2025-05-23--17h-58m-27s,1.0,29.0,1.0,9.0,40.0,0.7803605868680022,0.3172771730595597
2025-05-23--17h-58m-27s,0.5,32.0,1.0,6.5,40.0,0.6651859482529922,0.2667111521503259
2025-05-23--17h-58m-27s,0.0,27.0,1.0,12.0,40.0,0.8501126936578869,0.0
2025-05-23--17h-58m-27s,0.0,25.0,2.0,13.0,40.0,0.9474488427308994,0.0
2025-05-23--17h-58m-27s,2.0,24.0,3.0,11.0,40.0,1.0086600878650032,0.3976727627002301
2025-05-23--17h-58m-27s,0.0,31.0,3.0,6.0,40.0,0.7803605868680022,0.0
2025-05-23--17h-58m-27s,1.0,27.0,2.0,10.0,40.0,0.8834118874085803,0.30199125879106337
2025-05-23--17h-58m-27s,0.0,29.0,1.0,10.0,40.0,0.7803605868680022,0.0
2025-05-23--17h-58m-27s,0.0,26.0,2.0,12.0,40.0,0.9158243039860178,0.0
2025-05-23--17h-58m-27s,0.5,27.0,2.0,10.5,40.0,0.8834118874085803,0.2117463452419459
2025-05-23--17h-58m-27s,0.0,26.0,1.0,13.0,40.0,0.8834118874085803,0.0
2025-05-23--17h-58m-27s,1.0,31.0,0.0,8.0,40.0,0.6651859482529922,0.3351499755574887
2025-05-23--17h-58m-27s,0.5,28.0,3.0,8.5,40.0,0.8834118874085803,0.2345277804372816
2025-05-23--17h-58m-27s,1.0,29.0,1.0,9.0,40.0,0.7803605868680022,0.3172771730595597
2025-05-23--17h-58m-27s,0.5,27.0,1.0,11.5,40.0,0.8501126936578869,0.20259184530918437
2025-05-23--17h-58m-27s,1.0,24.0,2.0,13.0,40.0,0.9783698582266241,0.2667111521503259
2025-05-23--17h-58m-27s,0.0,33.0,0.0,7.0,40.0,0.5779882351930726,0.0
