data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-23--19h-01m-34s,3.0,0.0,35.0,2.0,40.0,2.664480725276315,0.8787173335482026,152.66350015228943,50.34679459730143
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.8742148526381652,0.7778978821189679,164.6803804699827,44.57026553758209
2025-05-23--19h-01m-34s,1.5,0.0,38.0,0.5,40.0,2.8742148526381652,1.0406776362569188,164.6803804699827,59.626436391172106
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7907583189782468,0.6084259956212019,159.8986733184779,34.860241695139976
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
2025-05-23--19h-01m-34s,1.5,0.0,37.0,1.5,40.0,2.7907583189782468,0.7778978821189679,159.8986733184779,44.57026553758209
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266,159.8986733184779,23.776128353464095
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,2.0,0.0,36.0,2.0,40.0,2.723107492325756,0.7778978821189679,156.02256647071903,44.57026553758209
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.9989777240192126,0.7778978821189679,171.82876644005026,44.57026553758209
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7907583189782468,0.6084259956212019,159.8986733184779,34.860241695139976
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.9989777240192126,0.7778978821189679,171.82876644005026,44.57026553758209
2025-05-23--19h-01m-34s,1.0,0.0,39.0,0.0,40.0,2.9989777240192126,1.5707963267948966,171.82876644005026,90.0
2025-05-23--19h-01m-34s,1.5,0.0,38.0,0.5,40.0,2.8742148526381652,1.0406776362569188,164.6803804699827,59.626436391172106
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.9989777240192126,0.0,171.82876644005026,0.0
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.9989777240192126,0.0,171.82876644005026,0.0
2025-05-23--19h-01m-34s,1.5,0.0,38.0,0.5,40.0,2.8742148526381652,1.0406776362569188,164.6803804699827,59.626436391172106
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7907583189782468,0.6084259956212019,159.8986733184779,34.860241695139976
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.8742148526381652,0.7778978821189679,164.6803804699827,44.57026553758209
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.8742148526381652,0.7778978821189679,164.6803804699827,44.57026553758209
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.8742148526381652,0.7778978821189679,164.6803804699827,44.57026553758209
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.8742148526381652,0.7778978821189679,164.6803804699827,44.57026553758209
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,1.0,0.0,39.0,0.0,40.0,2.9989777240192126,1.5707963267948966,171.82876644005026,90.0
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,,180.0,
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
2025-05-23--19h-01m-34s,1.5,0.0,37.0,1.5,40.0,2.7907583189782468,0.7778978821189679,159.8986733184779,44.57026553758209
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.9989777240192126,0.7778978821189679,171.82876644005026,44.57026553758209
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266,159.8986733184779,23.776128353464095
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.9989777240192126,0.7778978821189679,171.82876644005026,44.57026553758209
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266,159.8986733184779,23.776128353464095
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.9989777240192126,0.7778978821189679,171.82876644005026,44.57026553758209
2025-05-23--19h-01m-34s,1.0,0.0,39.0,0.0,40.0,2.9989777240192126,1.5707963267948966,171.82876644005026,90.0
2025-05-23--19h-01m-34s,1.5,0.0,37.0,1.5,40.0,2.7907583189782468,0.7778978821189679,159.8986733184779,44.57026553758209
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.8742148526381652,0.7778978821189679,164.6803804699827,44.57026553758209
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.9989777240192126,0.7778978821189679,171.82876644005026,44.57026553758209
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7907583189782468,0.6084259956212019,159.8986733184779,34.860241695139976
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283,164.6803804699827,29.629227729230948
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.9989777240192126,0.0,171.82876644005026,0.0
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.9989777240192126,0.0,171.82876644005026,0.0
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0,164.6803804699827,0.0
