data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-05-28--18h-31m-51s,0.5,38.0,0.0,1.5,40.0,,0.3175604292915215,0.5235987755982988
2025-05-28--18h-31m-51s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-05-28--18h-31m-51s,0.0,39.0,0.0,1.0,40.0,,0.22407528530181936,0.0
2025-05-28--18h-31m-51s,0.0,36.0,0.0,4.0,40.0,,0.45102681179626236,0.0
2025-05-28--18h-31m-51s,0.0,38.0,0.0,2.0,40.0,,0.3175604292915215,0.0
2025-05-28--18h-31m-51s,1.0,37.0,0.0,2.0,40.0,,0.3897607327974747,0.6154797086703874
2025-05-28--18h-31m-51s,0.0,38.0,0.0,2.0,40.0,,0.3175604292915215,0.0
2025-05-28--18h-31m-51s,1.0,36.0,0.0,3.0,40.0,,0.45102681179626236,0.5235987755982988
2025-05-28--18h-31m-51s,0.5,39.0,0.0,0.5,40.0,,0.22407528530181936,0.7853981633974483
2025-05-28--18h-31m-51s,1.5,35.0,0.0,3.5,40.0,,0.5053605102841573,0.5796397403637042
2025-05-28--18h-31m-51s,0.5,38.0,0.0,1.5,40.0,,0.3175604292915215,0.5235987755982988
2025-05-28--18h-31m-51s,0.0,38.0,0.0,2.0,40.0,,0.3175604292915215,0.0
2025-05-28--18h-31m-51s,1.5,35.0,0.0,3.5,40.0,,0.5053605102841573,0.5796397403637042
2025-05-28--18h-31m-51s,0.0,36.0,0.0,4.0,40.0,,0.45102681179626236,0.0
2025-05-28--18h-31m-51s,0.0,38.0,0.0,2.0,40.0,,0.3175604292915215,0.0
2025-05-28--18h-31m-51s,1.0,35.0,1.0,3.0,40.0,,0.5548110329800715,0.5235987755982988
2025-05-28--18h-31m-51s,1.0,37.0,0.0,2.0,40.0,,0.3897607327974747,0.6154797086703874
2025-05-28--18h-31m-51s,0.0,37.0,0.0,3.0,40.0,,0.3897607327974747,0.0
2025-05-28--18h-31m-51s,1.5,37.0,0.0,1.5,40.0,,0.3897607327974747,0.7853981633974483
2025-05-28--18h-31m-51s,0.5,38.0,0.0,1.5,40.0,,0.3175604292915215,0.5235987755982988
2025-05-28--18h-31m-51s,1.5,37.0,0.0,1.5,40.0,,0.3897607327974747,0.7853981633974483
2025-05-28--18h-31m-51s,1.5,35.0,0.0,3.5,40.0,,0.5053605102841573,0.5796397403637042
2025-05-28--18h-31m-51s,1.0,36.0,0.0,3.0,40.0,,0.45102681179626236,0.5235987755982988
2025-05-28--18h-31m-51s,1.5,36.0,0.0,2.5,40.0,,0.45102681179626236,0.659058035826409
2025-05-28--18h-31m-51s,0.5,36.0,0.0,3.5,40.0,,0.45102681179626236,0.3613671239067078
2025-05-28--18h-31m-51s,2.0,36.0,0.0,2.0,40.0,,0.45102681179626236,0.7853981633974483
2025-05-28--18h-31m-51s,0.0,36.0,1.0,3.0,40.0,,0.5053605102841573,0.0
2025-05-28--18h-31m-51s,1.0,37.0,0.0,2.0,40.0,,0.3897607327974747,0.6154797086703874
2025-05-28--18h-31m-51s,0.0,37.0,0.0,3.0,40.0,,0.3897607327974747,0.0
2025-05-28--18h-31m-51s,1.0,37.0,0.0,2.0,40.0,,0.3897607327974747,0.6154797086703874
2025-05-28--18h-31m-51s,1.0,37.0,0.0,2.0,40.0,,0.3897607327974747,0.6154797086703874
2025-05-28--18h-31m-51s,2.0,36.0,0.0,2.0,40.0,,0.45102681179626236,0.7853981633974483
2025-05-28--18h-31m-51s,1.0,38.0,0.0,1.0,40.0,,0.3175604292915215,0.7853981633974483
2025-05-28--18h-31m-51s,1.0,39.0,0.0,0.0,40.0,,0.22407528530181936,1.5707963267948966
2025-05-28--18h-31m-51s,1.5,38.0,0.0,0.5,40.0,,0.3175604292915215,1.0471975511965976
2025-05-28--18h-31m-51s,0.5,37.0,0.0,2.5,40.0,,0.3897607327974747,0.4205343352839651
2025-05-28--18h-31m-51s,1.0,37.0,0.0,2.0,40.0,,0.3897607327974747,0.6154797086703874
2025-05-28--18h-31m-51s,1.5,37.0,0.0,1.5,40.0,,0.3897607327974747,0.7853981633974483
2025-05-28--18h-31m-51s,1.5,37.0,0.0,1.5,40.0,,0.3897607327974747,0.7853981633974483
2025-05-28--18h-31m-51s,0.0,38.0,0.0,2.0,40.0,,0.3175604292915215,0.0
2025-05-28--18h-31m-51s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-05-28--18h-31m-51s,0.0,37.0,0.0,3.0,40.0,,0.3897607327974747,0.0
2025-05-28--18h-31m-51s,0.0,36.0,0.0,4.0,40.0,,0.45102681179626236,0.0
2025-05-28--18h-31m-51s,0.5,38.0,0.0,1.5,40.0,,0.3175604292915215,0.5235987755982988
2025-05-28--18h-31m-51s,0.5,36.0,0.0,3.5,40.0,,0.45102681179626236,0.3613671239067078
2025-05-28--18h-31m-51s,1.0,37.0,0.0,2.0,40.0,,0.3897607327974747,0.6154797086703874
2025-05-28--18h-31m-51s,0.5,38.0,0.0,1.5,40.0,,0.3175604292915215,0.5235987755982988
