data_dir,C',SB,VV,HH,N
2025-06-18--17h-32m-56s,25.0,34.0,32.0,29.0,120.0
2025-06-18--17h-32m-56s,39.0,30.0,25.0,26.0,120.0
2025-06-18--17h-32m-56s,30.0,30.0,31.0,29.0,120.0
2025-06-18--17h-32m-56s,26.0,26.0,31.0,37.0,120.0
2025-06-18--17h-32m-56s,35.0,26.0,33.0,26.0,120.0
2025-06-18--17h-32m-56s,29.0,27.0,24.0,40.0,120.0
2025-06-18--17h-32m-56s,29.0,30.0,24.0,37.0,120.0
2025-06-18--17h-32m-56s,28.0,26.0,28.0,38.0,120.0
2025-06-18--17h-32m-56s,28.0,29.0,34.0,29.0,120.0
2025-06-18--17h-32m-56s,23.0,29.0,30.0,38.0,120.0
2025-06-18--17h-32m-56s,25.0,32.0,33.0,30.0,120.0
2025-06-18--17h-32m-56s,28.0,37.0,26.0,29.0,120.0
2025-06-18--17h-32m-56s,29.0,30.0,27.0,34.0,120.0
2025-06-18--17h-32m-56s,36.0,25.0,28.0,31.0,120.0
2025-06-18--17h-32m-56s,35.0,28.0,28.0,29.0,120.0
2025-06-18--17h-32m-56s,31.0,40.0,25.0,24.0,120.0
2025-06-18--17h-32m-56s,28.0,30.0,30.0,32.0,120.0
2025-06-18--17h-32m-56s,40.0,25.0,33.0,22.0,120.0
2025-06-18--17h-32m-56s,28.0,33.0,28.0,31.0,120.0
2025-06-18--17h-32m-56s,25.0,36.0,35.0,24.0,120.0
2025-06-18--17h-32m-56s,34.0,25.0,28.0,33.0,120.0
2025-06-18--17h-32m-56s,29.0,31.0,29.0,31.0,120.0
2025-06-18--17h-32m-56s,24.0,32.0,42.0,22.0,120.0
2025-06-18--17h-32m-56s,35.0,26.0,24.0,35.0,120.0
2025-06-18--17h-32m-56s,22.0,38.0,35.0,25.0,120.0
2025-06-18--17h-32m-56s,26.0,31.0,31.0,32.0,120.0
2025-06-18--17h-32m-56s,32.0,25.0,27.0,36.0,120.0
2025-06-18--17h-32m-56s,32.0,25.0,31.0,32.0,120.0
2025-06-18--17h-32m-56s,26.0,35.0,27.0,32.0,120.0
2025-06-18--17h-32m-56s,30.0,23.0,32.0,35.0,120.0
2025-06-18--17h-32m-56s,28.0,30.0,27.0,35.0,120.0
2025-06-18--17h-32m-56s,28.0,36.0,25.0,31.0,120.0
2025-06-18--17h-32m-56s,30.0,35.0,24.0,31.0,120.0
2025-06-18--17h-32m-56s,27.0,32.0,32.0,29.0,120.0
2025-06-18--17h-32m-56s,31.0,39.0,28.0,22.0,120.0
2025-06-18--17h-32m-56s,24.0,23.0,35.0,38.0,120.0
2025-06-18--17h-32m-56s,24.0,28.0,29.0,39.0,120.0
2025-06-18--17h-32m-56s,30.0,26.0,32.0,32.0,120.0
2025-06-18--17h-32m-56s,30.0,31.0,31.0,28.0,120.0
2025-06-18--17h-32m-56s,32.0,30.0,30.0,28.0,120.0
2025-06-18--17h-32m-56s,27.0,27.0,28.0,38.0,120.0
2025-06-18--17h-32m-56s,41.0,28.0,15.0,36.0,120.0
2025-06-18--17h-32m-56s,27.0,33.0,30.0,30.0,120.0
2025-06-18--17h-32m-56s,22.0,36.0,30.0,32.0,120.0
2025-06-18--17h-32m-56s,30.0,25.0,36.0,29.0,120.0
2025-06-18--17h-32m-56s,29.0,36.0,23.0,32.0,120.0
2025-06-18--17h-32m-56s,33.0,29.0,30.0,28.0,120.0
2025-06-18--17h-32m-56s,27.0,30.0,33.0,30.0,120.0
2025-06-18--17h-32m-56s,26.0,34.0,29.0,31.0,120.0
2025-06-18--17h-32m-56s,33.0,38.0,20.0,29.0,120.0
2025-06-18--17h-32m-56s,31.0,24.0,32.0,33.0,120.0
2025-06-18--17h-32m-56s,30.0,25.0,27.0,38.0,120.0
2025-06-18--17h-32m-56s,33.0,21.0,35.0,31.0,120.0
2025-06-18--17h-32m-56s,28.0,31.0,25.0,36.0,120.0
2025-06-18--17h-32m-56s,36.0,30.0,29.0,25.0,120.0
2025-06-18--17h-32m-56s,28.0,26.0,31.0,35.0,120.0
2025-06-18--17h-32m-56s,25.0,41.0,24.0,30.0,120.0
2025-06-18--17h-32m-56s,24.0,33.0,39.0,24.0,120.0
2025-06-18--17h-32m-56s,24.0,32.0,36.0,28.0,120.0
2025-06-18--17h-32m-56s,33.0,30.0,25.0,32.0,120.0
2025-06-18--17h-32m-56s,37.0,24.0,17.0,42.0,120.0
2025-06-18--17h-32m-56s,24.0,31.0,30.0,35.0,120.0
2025-06-18--17h-32m-56s,28.0,32.0,28.0,32.0,120.0
2025-06-18--17h-32m-56s,32.0,33.0,30.0,25.0,120.0
2025-06-18--17h-32m-56s,27.0,42.0,26.0,25.0,120.0
2025-06-18--17h-32m-56s,27.0,29.0,33.0,31.0,120.0
2025-06-18--17h-32m-56s,36.0,27.0,27.0,30.0,120.0
2025-06-18--17h-32m-56s,20.0,39.0,31.0,30.0,120.0
2025-06-18--17h-32m-56s,22.0,35.0,32.0,31.0,120.0
2025-06-18--17h-32m-56s,24.0,32.0,28.0,36.0,120.0
2025-06-18--17h-32m-56s,35.0,29.0,34.0,22.0,120.0
2025-06-18--17h-32m-56s,29.0,29.0,34.0,28.0,120.0
2025-06-18--17h-32m-56s,31.0,33.0,27.0,29.0,120.0
2025-06-18--17h-32m-56s,30.0,34.0,30.0,26.0,120.0
2025-06-18--17h-32m-56s,29.0,28.0,32.0,31.0,120.0
2025-06-18--17h-32m-56s,24.0,29.0,24.0,43.0,120.0
2025-06-18--17h-32m-56s,30.0,30.0,28.0,32.0,120.0
2025-06-18--17h-32m-56s,30.0,35.0,29.0,26.0,120.0
2025-06-18--17h-32m-56s,26.0,33.0,30.0,31.0,120.0
2025-06-18--17h-32m-56s,26.0,25.0,27.0,42.0,120.0
2025-06-18--17h-32m-56s,32.0,24.0,27.0,37.0,120.0
2025-06-18--17h-32m-56s,23.0,31.0,26.0,40.0,120.0
2025-06-18--17h-32m-56s,35.0,24.0,28.0,33.0,120.0
2025-06-18--17h-32m-56s,34.0,25.0,27.0,34.0,120.0
2025-06-18--17h-32m-56s,32.0,26.0,30.0,32.0,120.0
2025-06-18--17h-32m-56s,37.0,29.0,30.0,24.0,120.0
2025-06-18--17h-32m-56s,38.0,36.0,27.0,19.0,120.0
2025-06-18--17h-32m-56s,30.0,31.0,37.0,22.0,120.0
2025-06-18--17h-32m-56s,23.0,36.0,27.0,34.0,120.0
2025-06-18--17h-32m-56s,30.0,37.0,26.0,27.0,120.0
2025-06-18--17h-32m-56s,34.0,31.0,28.0,27.0,120.0
2025-06-18--17h-32m-56s,34.0,27.0,24.0,35.0,120.0
2025-06-18--17h-32m-56s,32.0,37.0,24.0,27.0,120.0
2025-06-18--17h-32m-56s,38.0,20.0,32.0,30.0,120.0
2025-06-18--17h-32m-56s,32.0,35.0,22.0,31.0,120.0
2025-06-18--17h-32m-56s,29.0,27.0,38.0,26.0,120.0
2025-06-18--17h-32m-56s,35.0,23.0,28.0,34.0,120.0
2025-06-18--17h-32m-56s,22.0,28.0,35.0,35.0,120.0
2025-06-18--17h-32m-56s,27.0,32.0,21.0,40.0,120.0
2025-06-18--17h-32m-56s,27.0,34.0,29.0,30.0,120.0
2025-06-18--17h-32m-56s,29.0,20.0,37.0,34.0,120.0
2025-06-18--17h-32m-56s,29.0,26.0,28.0,37.0,120.0
2025-06-18--17h-32m-56s,31.0,33.0,25.0,31.0,120.0
2025-06-18--17h-32m-56s,33.0,32.0,27.0,28.0,120.0
2025-06-18--17h-32m-56s,35.0,36.0,25.0,24.0,120.0
2025-06-18--17h-32m-56s,23.0,38.0,27.0,32.0,120.0
2025-06-18--17h-32m-56s,32.0,29.0,23.0,36.0,120.0
2025-06-18--17h-32m-56s,30.0,28.0,21.0,41.0,120.0
2025-06-18--17h-32m-56s,26.0,31.0,32.0,31.0,120.0
2025-06-18--17h-32m-56s,31.0,24.0,31.0,34.0,120.0
2025-06-18--17h-32m-56s,28.0,33.0,23.0,36.0,120.0
2025-06-18--17h-32m-56s,29.0,30.0,29.0,32.0,120.0
2025-06-18--17h-32m-56s,36.0,31.0,29.0,24.0,120.0
2025-06-18--17h-32m-56s,27.0,38.0,27.0,28.0,120.0
2025-06-18--17h-32m-56s,19.0,33.0,36.0,32.0,120.0
2025-06-18--17h-32m-56s,34.0,21.0,35.0,30.0,120.0
2025-06-18--17h-32m-56s,31.0,26.0,33.0,30.0,120.0
2025-06-18--17h-32m-56s,33.0,33.0,26.0,28.0,120.0
2025-06-18--17h-32m-56s,34.0,33.0,20.0,33.0,120.0
2025-06-18--17h-32m-56s,36.0,30.0,31.0,23.0,120.0
2025-06-18--17h-32m-56s,30.0,23.0,31.0,36.0,120.0
2025-06-18--17h-32m-56s,40.0,28.0,25.0,27.0,120.0
2025-06-18--17h-32m-56s,31.0,29.0,33.0,27.0,120.0
2025-06-18--17h-32m-56s,30.0,23.0,40.0,27.0,120.0
2025-06-18--17h-32m-56s,31.0,25.0,30.0,34.0,120.0
2025-06-18--17h-32m-56s,29.0,31.0,24.0,36.0,120.0
2025-06-18--17h-32m-56s,24.0,32.0,26.0,38.0,120.0
2025-06-18--17h-32m-56s,35.0,28.0,27.0,30.0,120.0
2025-06-18--17h-32m-56s,35.0,27.0,26.0,32.0,120.0
2025-06-18--17h-32m-56s,27.0,26.0,36.0,31.0,120.0
2025-06-18--17h-32m-56s,35.0,37.0,24.0,24.0,120.0
2025-06-18--17h-32m-56s,30.0,43.0,32.0,15.0,120.0
2025-06-18--17h-32m-56s,25.0,36.0,29.0,30.0,120.0
2025-06-18--17h-32m-56s,31.0,27.0,24.0,38.0,120.0
2025-06-18--17h-32m-56s,36.0,32.0,28.0,24.0,120.0
2025-06-18--17h-32m-56s,26.0,30.0,28.0,36.0,120.0
2025-06-18--17h-32m-56s,23.0,34.0,31.0,32.0,120.0
2025-06-18--17h-32m-56s,33.0,32.0,27.0,28.0,120.0
2025-06-18--17h-32m-56s,24.0,33.0,23.0,40.0,120.0
2025-06-18--17h-32m-56s,37.0,27.0,27.0,29.0,120.0
2025-06-18--17h-32m-56s,32.0,32.0,27.0,29.0,120.0
2025-06-18--17h-32m-56s,34.0,32.0,17.0,37.0,120.0
2025-06-18--17h-32m-56s,29.0,29.0,26.0,36.0,120.0
2025-06-18--17h-32m-56s,24.0,24.0,33.0,39.0,120.0
2025-06-18--17h-32m-56s,33.0,25.0,29.0,33.0,120.0
2025-06-18--17h-32m-56s,32.0,24.0,28.0,36.0,120.0
2025-06-18--17h-32m-56s,31.0,24.0,35.0,30.0,120.0
2025-06-18--17h-32m-56s,35.0,23.0,26.0,36.0,120.0
2025-06-18--17h-32m-56s,30.0,33.0,29.0,28.0,120.0
2025-06-18--17h-32m-56s,35.0,26.0,31.0,28.0,120.0
2025-06-18--17h-32m-56s,26.0,31.0,28.0,35.0,120.0
2025-06-18--17h-32m-56s,30.0,32.0,27.0,31.0,120.0
2025-06-18--17h-32m-56s,24.0,37.0,37.0,22.0,120.0
2025-06-18--17h-32m-56s,23.0,28.0,32.0,37.0,120.0
2025-06-18--17h-32m-56s,32.0,24.0,22.0,42.0,120.0
2025-06-18--17h-32m-56s,27.0,31.0,37.0,25.0,120.0
2025-06-18--17h-32m-56s,37.0,39.0,18.0,26.0,120.0
2025-06-18--17h-32m-56s,33.0,26.0,29.0,32.0,120.0
2025-06-18--17h-32m-56s,31.0,29.0,29.0,31.0,120.0
2025-06-18--17h-32m-56s,33.0,29.0,28.0,30.0,120.0
2025-06-18--17h-32m-56s,25.0,33.0,26.0,36.0,120.0
2025-06-18--17h-32m-56s,33.0,27.0,33.0,27.0,120.0
2025-06-18--17h-32m-56s,34.0,28.0,27.0,31.0,120.0
2025-06-18--17h-32m-56s,36.0,28.0,27.0,29.0,120.0
2025-06-18--17h-32m-56s,30.0,33.0,30.0,27.0,120.0
2025-06-18--17h-32m-56s,26.0,48.0,20.0,26.0,120.0
2025-06-18--17h-32m-56s,27.0,29.0,33.0,31.0,120.0
2025-06-18--17h-32m-56s,38.0,24.0,30.0,28.0,120.0
2025-06-18--17h-32m-56s,30.0,27.0,26.0,37.0,120.0
2025-06-18--17h-32m-56s,33.0,35.0,21.0,31.0,120.0
2025-06-18--17h-32m-56s,30.0,24.0,28.0,38.0,120.0
2025-06-18--17h-32m-56s,28.0,31.0,33.0,28.0,120.0
2025-06-18--17h-32m-56s,21.0,29.0,34.0,36.0,120.0
2025-06-18--17h-32m-56s,26.0,22.0,32.0,40.0,120.0
2025-06-18--17h-32m-56s,40.0,23.0,26.0,31.0,120.0
2025-06-18--17h-32m-56s,28.0,29.0,29.0,34.0,120.0
2025-06-18--17h-32m-56s,35.0,27.0,30.0,28.0,120.0
2025-06-18--17h-32m-56s,34.0,23.0,33.0,30.0,120.0
2025-06-18--17h-32m-56s,31.0,22.0,27.0,40.0,120.0
2025-06-18--17h-32m-56s,35.0,30.0,29.0,26.0,120.0
2025-06-18--17h-32m-56s,25.0,38.0,35.0,22.0,120.0
2025-06-18--17h-32m-56s,23.0,27.0,30.0,40.0,120.0
2025-06-18--17h-32m-56s,34.0,31.0,22.0,33.0,120.0
2025-06-18--17h-32m-56s,22.0,31.0,31.0,36.0,120.0
2025-06-18--17h-32m-56s,23.0,35.0,32.0,30.0,120.0
2025-06-18--17h-32m-56s,30.0,31.0,27.0,32.0,120.0
2025-06-18--17h-32m-56s,30.0,34.0,35.0,21.0,120.0
2025-06-18--17h-32m-56s,24.0,26.0,38.0,32.0,120.0
2025-06-18--17h-32m-56s,36.0,30.0,28.0,26.0,120.0
2025-06-18--17h-32m-56s,30.0,25.0,30.0,35.0,120.0
2025-06-18--17h-32m-56s,27.0,30.0,27.0,36.0,120.0
2025-06-18--17h-32m-56s,29.0,35.0,31.0,25.0,120.0
2025-06-18--17h-32m-56s,39.0,27.0,30.0,24.0,120.0
