data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,1.5,36.0,0.0,2.5,40.0,0.4184851612640373,0.6518095024818801,23.97743352928098,37.34593353873369
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019,20.101326681522107,34.860241695139976
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.0,35.0,0.0,5.0,40.0,0.4771119283134781,0.0,27.33649984771058,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,1.5,36.0,0.0,2.5,40.0,0.4184851612640373,0.6518095024818801,23.97743352928098,37.34593353873369
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,36.0,0.0,3.5,40.0,0.4184851612640373,0.3564338525814142,23.97743352928098,20.422155428503196
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,37.0,0.0,3.0,40.0,0.35083433461154634,0.0,20.101326681522107,0.0
2025-05-23--17h-38m-05s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019,20.101326681522107,34.860241695139976
2025-05-23--17h-38m-05s,0.5,36.0,0.0,3.5,40.0,0.4184851612640373,0.3564338525814142,23.97743352928098,20.422155428503196
2025-05-23--17h-38m-05s,1.0,36.0,0.0,3.0,40.0,0.4184851612640373,0.517127578698283,23.97743352928098,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,40.0,0.0,0.0,40.0,0.0,,0.0,
2025-05-23--17h-38m-05s,0.0,40.0,0.0,0.0,40.0,0.0,,0.0,
2025-05-23--17h-38m-05s,2.5,36.0,0.0,1.5,40.0,0.4184851612640373,0.9044625239863476,23.97743352928098,51.821885352167705
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019,20.101326681522107,34.860241695139976
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,1.5,37.0,0.0,1.5,40.0,0.35083433461154634,0.7778978821189679,20.101326681522107,44.57026553758209
2025-05-23--17h-38m-05s,0.5,35.0,0.0,4.5,40.0,0.4771119283134781,0.3172771730595597,27.33649984771058,18.178642952154597
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.5,39.0,0.0,0.5,40.0,0.14261492957058086,0.7778978821189679,8.171233559949766,44.57026553758209
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,2.5,36.0,0.0,1.5,40.0,0.4184851612640373,0.9044625239863476,23.97743352928098,51.821885352167705
2025-05-23--17h-38m-05s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019,20.101326681522107,34.860241695139976
2025-05-23--17h-38m-05s,0.5,39.0,0.0,0.5,40.0,0.14261492957058086,0.7778978821189679,8.171233559949766,44.57026553758209
2025-05-23--17h-38m-05s,0.5,39.0,0.0,0.5,40.0,0.14261492957058086,0.7778978821189679,8.171233559949766,44.57026553758209
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,1.5,36.0,0.0,2.5,40.0,0.4184851612640373,0.6518095024818801,23.97743352928098,37.34593353873369
2025-05-23--17h-38m-05s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019,20.101326681522107,34.860241695139976
2025-05-23--17h-38m-05s,0.0,37.0,0.0,3.0,40.0,0.35083433461154634,0.0,20.101326681522107,0.0
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,1.0,35.0,0.0,4.0,40.0,0.4771119283134781,0.45767422457177315,27.33649984771058,26.22280145988524
2025-05-23--17h-38m-05s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019,20.101326681522107,34.860241695139976
2025-05-23--17h-38m-05s,0.5,39.0,0.0,0.5,40.0,0.14261492957058086,0.7778978821189679,8.171233559949766,44.57026553758209
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,2.0,36.0,0.0,2.0,40.0,0.4184851612640373,0.7778978821189679,23.97743352928098,44.57026553758209
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,1.5,38.0,0.0,0.5,40.0,0.26737780095162794,1.0406776362569188,15.319619530017288,59.626436391172106
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,1.0,39.0,0.0,0.0,40.0,0.14261492957058086,1.5707963267948966,8.171233559949766,90.0
2025-05-23--17h-38m-05s,1.5,38.0,0.0,0.5,40.0,0.26737780095162794,1.0406776362569188,15.319619530017288,59.626436391172106
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,1.0,39.0,0.0,0.0,40.0,0.14261492957058086,1.5707963267948966,8.171233559949766,90.0
2025-05-23--17h-38m-05s,0.0,37.0,0.0,3.0,40.0,0.35083433461154634,0.0,20.101326681522107,0.0
2025-05-23--17h-38m-05s,0.0,37.0,0.0,3.0,40.0,0.35083433461154634,0.0,20.101326681522107,0.0
2025-05-23--17h-38m-05s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019,20.101326681522107,34.860241695139976
2025-05-23--17h-38m-05s,1.0,36.0,0.0,3.0,40.0,0.4184851612640373,0.517127578698283,23.97743352928098,29.629227729230948
2025-05-23--17h-38m-05s,1.5,37.0,0.0,1.5,40.0,0.35083433461154634,0.7778978821189679,20.101326681522107,44.57026553758209
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.0,40.0,0.0,0.0,40.0,0.0,,0.0,
2025-05-23--17h-38m-05s,0.5,36.0,0.0,3.5,40.0,0.4184851612640373,0.3564338525814142,23.97743352928098,20.422155428503196
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,39.0,0.0,0.5,40.0,0.14261492957058086,0.7778978821189679,8.171233559949766,44.57026553758209
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,1.5,36.0,0.0,2.5,40.0,0.4184851612640373,0.6518095024818801,23.97743352928098,37.34593353873369
2025-05-23--17h-38m-05s,0.5,39.0,0.0,0.5,40.0,0.14261492957058086,0.7778978821189679,8.171233559949766,44.57026553758209
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019,20.101326681522107,34.860241695139976
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.5,36.0,0.0,3.5,40.0,0.4184851612640373,0.3564338525814142,23.97743352928098,20.422155428503196
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,37.0,0.0,3.0,40.0,0.35083433461154634,0.0,20.101326681522107,0.0
2025-05-23--17h-38m-05s,2.0,38.0,0.0,0.0,40.0,0.26737780095162794,1.5707963267948966,15.319619530017288,90.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,36.0,0.0,4.0,40.0,0.4184851612640373,0.0,23.97743352928098,0.0
2025-05-23--17h-38m-05s,1.5,38.0,0.0,0.5,40.0,0.26737780095162794,1.0406776362569188,15.319619530017288,59.626436391172106
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,1.5,37.0,0.0,1.5,40.0,0.35083433461154634,0.7778978821189679,20.101326681522107,44.57026553758209
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,36.0,0.0,4.0,40.0,0.4184851612640373,0.0,23.97743352928098,0.0
2025-05-23--17h-38m-05s,0.0,40.0,0.0,0.0,40.0,0.0,,0.0,
2025-05-23--17h-38m-05s,2.0,36.0,0.0,2.0,40.0,0.4184851612640373,0.7778978821189679,23.97743352928098,44.57026553758209
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,0.0,37.0,0.0,3.0,40.0,0.35083433461154634,0.0,20.101326681522107,0.0
2025-05-23--17h-38m-05s,1.5,38.0,0.0,0.5,40.0,0.26737780095162794,1.0406776362569188,15.319619530017288,59.626436391172106
2025-05-23--17h-38m-05s,1.5,36.0,0.0,2.5,40.0,0.4184851612640373,0.6518095024818801,23.97743352928098,37.34593353873369
2025-05-23--17h-38m-05s,0.5,39.0,0.0,0.5,40.0,0.14261492957058086,0.7778978821189679,8.171233559949766,44.57026553758209
2025-05-23--17h-38m-05s,2.5,37.0,0.0,0.5,40.0,0.35083433461154634,1.14464347173195,20.101326681522107,65.58323997744289
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,37.0,0.0,3.0,40.0,0.35083433461154634,0.0,20.101326681522107,0.0
2025-05-23--17h-38m-05s,1.5,37.0,0.0,1.5,40.0,0.35083433461154634,0.7778978821189679,20.101326681522107,44.57026553758209
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,0.5,36.0,1.0,2.5,40.0,0.4771119283134781,0.4149717231447266,27.33649984771058,23.776128353464095
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,1.5,37.0,0.0,1.5,40.0,0.35083433461154634,0.7778978821189679,20.101326681522107,44.57026553758209
2025-05-23--17h-38m-05s,0.0,37.0,0.0,3.0,40.0,0.35083433461154634,0.0,20.101326681522107,0.0
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.5,36.0,0.0,3.5,40.0,0.4184851612640373,0.3564338525814142,23.97743352928098,20.422155428503196
2025-05-23--17h-38m-05s,1.5,37.0,0.0,1.5,40.0,0.35083433461154634,0.7778978821189679,20.101326681522107,44.57026553758209
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,39.0,0.0,0.5,40.0,0.14261492957058086,0.7778978821189679,8.171233559949766,44.57026553758209
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.5,37.0,0.0,2.5,40.0,0.35083433461154634,0.4149717231447266,20.101326681522107,23.776128353464095
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,1.5,36.0,0.0,2.5,40.0,0.4184851612640373,0.6518095024818801,23.97743352928098,37.34593353873369
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.5,37.0,1.0,1.5,40.0,0.4184851612640373,0.517127578698283,23.97743352928098,29.629227729230948
2025-05-23--17h-38m-05s,1.5,38.0,0.0,0.5,40.0,0.26737780095162794,1.0406776362569188,15.319619530017288,59.626436391172106
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.5,38.0,0.0,1.5,40.0,0.26737780095162794,0.517127578698283,15.319619530017288,29.629227729230948
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,1.0,38.0,0.0,1.0,40.0,0.26737780095162794,0.7778978821189679,15.319619530017288,44.57026553758209
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
2025-05-23--17h-38m-05s,0.0,39.0,0.0,1.0,40.0,0.14261492957058086,0.0,8.171233559949766,0.0
2025-05-23--17h-38m-05s,0.0,38.0,0.0,2.0,40.0,0.26737780095162794,0.0,15.319619530017288,0.0
