data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-06-03--18h-24m-24s,20.0,13.0,6.0,1.0,40.0,,1.3948905586311804,1.3508083493994372
2025-06-03--18h-24m-24s,19.0,17.0,4.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,17.0,4.0,1.0,40.0,,1.2397845987056022,1.3393189628247182
2025-06-03--18h-24m-24s,24.0,11.0,3.0,2.0,40.0,,1.369438406004566,1.289761425292083
2025-06-03--18h-24m-24s,16.0,23.0,1.0,0.0,40.0,,0.9884320889261531,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,14.0,2.0,4.0,40.0,,1.2661036727794992,1.1502619915109316
2025-06-03--18h-24m-24s,16.0,18.0,6.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,12.0,17.0,9.0,2.0,40.0,,1.369438406004566,1.183199640139716
2025-06-03--18h-24m-24s,18.0,16.0,6.0,0.0,40.0,,1.318116071652818,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,17.0,6.0,2.0,40.0,,1.292206624403246,1.220690549027751
2025-06-03--18h-24m-24s,20.0,15.0,5.0,0.0,40.0,,1.318116071652818,1.5707963267948966
2025-06-03--18h-24m-24s,22.0,14.0,3.0,1.0,40.0,,1.292206624403246,1.3607405877236578
2025-06-03--18h-24m-24s,22.0,15.0,3.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,15.0,6.0,1.0,40.0,,1.3438532906163767,1.3393189628247182
2025-06-03--18h-24m-24s,16.0,19.0,3.0,2.0,40.0,,1.1592794807274087,1.2309594173407747
2025-06-03--18h-24m-24s,19.0,16.0,4.0,1.0,40.0,,1.2661036727794992,1.3452829208967654
2025-06-03--18h-24m-24s,17.0,16.0,5.0,2.0,40.0,,1.292206624403246,1.2403736788834132
2025-06-03--18h-24m-24s,19.0,18.0,1.0,2.0,40.0,,1.131834441185136,1.2570684403333012
2025-06-03--18h-24m-24s,18.0,15.0,6.0,1.0,40.0,,1.3438532906163767,1.3393189628247182
2025-06-03--18h-24m-24s,16.0,20.0,4.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,14.0,6.0,1.0,40.0,,1.369438406004566,1.3452829208967654
2025-06-03--18h-24m-24s,16.0,22.0,2.0,0.0,40.0,,1.0471975511965976,1.5707963267948966
2025-06-03--18h-24m-24s,12.0,22.0,5.0,1.0,40.0,,1.131834441185136,1.289761425292083
2025-06-03--18h-24m-24s,19.0,14.0,7.0,0.0,40.0,,1.3948905586311804,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,12.0,6.0,1.0,40.0,,1.4202280540182106,1.3559464937191843
2025-06-03--18h-24m-24s,14.0,21.0,5.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,17.0,5.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,16.0,4.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,12.0,19.0,8.0,1.0,40.0,,1.292206624403246,1.289761425292083
2025-06-03--18h-24m-24s,15.0,19.0,6.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,13.0,6.0,1.0,40.0,,1.3948905586311804,1.3508083493994372
2025-06-03--18h-24m-24s,18.0,19.0,3.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,17.0,3.0,1.0,40.0,,1.2132252231493863,1.3452829208967654
2025-06-03--18h-24m-24s,20.0,13.0,6.0,1.0,40.0,,1.3948905586311804,1.3508083493994372
2025-06-03--18h-24m-24s,21.0,16.0,3.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,22.0,14.0,3.0,1.0,40.0,,1.292206624403246,1.3607405877236578
2025-06-03--18h-24m-24s,24.0,16.0,0.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,14.0,5.0,3.0,40.0,,1.3438532906163767,1.183199640139716
2025-06-03--18h-24m-24s,21.0,12.0,7.0,0.0,40.0,,1.445468495626831,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,17.0,5.0,3.0,40.0,,1.2661036727794992,1.1502619915109316
2025-06-03--18h-24m-24s,16.0,22.0,0.0,2.0,40.0,,0.9884320889261531,1.2309594173407747
2025-06-03--18h-24m-24s,19.0,16.0,5.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,16.0,3.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,16.0,18.0,6.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,15.0,4.0,2.0,40.0,,1.292206624403246,1.2570684403333012
2025-06-03--18h-24m-24s,17.0,17.0,6.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,16.0,16.0,8.0,0.0,40.0,,1.369438406004566,1.5707963267948966
2025-06-03--18h-24m-24s,13.0,23.0,4.0,0.0,40.0,,1.0758322950780022,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,14.0,7.0,0.0,40.0,,1.3948905586311804,1.5707963267948966
2025-06-03--18h-24m-24s,14.0,19.0,7.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,13.0,24.0,3.0,0.0,40.0,,1.0180812136981134,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,17.0,4.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,17.0,4.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,21.0,4.0,0.0,40.0,,1.131834441185136,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,12.0,7.0,0.0,40.0,,1.445468495626831,1.5707963267948966
2025-06-03--18h-24m-24s,12.0,23.0,5.0,0.0,40.0,,1.1040309877476002,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,20.0,3.0,2.0,40.0,,1.131834441185136,1.220690549027751
2025-06-03--18h-24m-24s,16.0,22.0,1.0,1.0,40.0,,1.0180812136981134,1.3258176636680326
2025-06-03--18h-24m-24s,17.0,17.0,5.0,1.0,40.0,,1.2661036727794992,1.3328552019646884
2025-06-03--18h-24m-24s,16.0,16.0,5.0,3.0,40.0,,1.292206624403246,1.1621584716973041
2025-06-03--18h-24m-24s,21.0,13.0,6.0,0.0,40.0,,1.3948905586311804,1.5707963267948966
2025-06-03--18h-24m-24s,13.0,22.0,3.0,2.0,40.0,,1.0758322950780022,1.1970041519603862
2025-06-03--18h-24m-24s,18.0,17.0,4.0,1.0,40.0,,1.2397845987056022,1.3393189628247182
2025-06-03--18h-24m-24s,17.0,19.0,4.0,0.0,40.0,,1.1863995522992576,1.5707963267948966
2025-06-03--18h-24m-24s,16.0,20.0,2.0,2.0,40.0,,1.1040309877476002,1.2309594173407747
2025-06-03--18h-24m-24s,13.0,22.0,5.0,0.0,40.0,,1.131834441185136,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,20.0,5.0,0.0,40.0,,1.1863995522992576,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,18.0,5.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,14.0,4.0,1.0,40.0,,1.318116071652818,1.3559464937191843
2025-06-03--18h-24m-24s,22.0,14.0,4.0,0.0,40.0,,1.318116071652818,1.5707963267948966
2025-06-03--18h-24m-24s,16.0,22.0,2.0,0.0,40.0,,1.0471975511965976,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,14.0,3.0,2.0,40.0,,1.292206624403246,1.2714623003771253
2025-06-03--18h-24m-24s,20.0,14.0,6.0,0.0,40.0,,1.369438406004566,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,16.0,6.0,0.0,40.0,,1.318116071652818,1.5707963267948966
2025-06-03--18h-24m-24s,24.0,13.0,2.0,1.0,40.0,,1.292206624403246,1.369438406004566
2025-06-03--18h-24m-24s,21.0,14.0,4.0,1.0,40.0,,1.318116071652818,1.3559464937191843
2025-06-03--18h-24m-24s,16.0,20.0,4.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,15.0,7.0,0.0,40.0,,1.369438406004566,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,14.0,6.0,1.0,40.0,,1.369438406004566,1.3452829208967654
2025-06-03--18h-24m-24s,15.0,21.0,3.0,1.0,40.0,,1.1040309877476002,1.318116071652818
2025-06-03--18h-24m-24s,19.0,12.0,6.0,3.0,40.0,,1.4202280540182106,1.1925681344607109
2025-06-03--18h-24m-24s,18.0,20.0,1.0,1.0,40.0,,1.0758322950780022,1.3393189628247182
2025-06-03--18h-24m-24s,20.0,16.0,3.0,1.0,40.0,,1.2397845987056022,1.3508083493994372
2025-06-03--18h-24m-24s,16.0,18.0,5.0,1.0,40.0,,1.2397845987056022,1.3258176636680326
2025-06-03--18h-24m-24s,23.0,12.0,5.0,0.0,40.0,,1.3948905586311804,1.5707963267948966
2025-06-03--18h-24m-24s,14.0,19.0,6.0,1.0,40.0,,1.2397845987056022,1.3096389158918722
2025-06-03--18h-24m-24s,14.0,21.0,5.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,11.0,6.0,2.0,40.0,,1.445468495626831,1.2714623003771253
2025-06-03--18h-24m-24s,16.0,19.0,4.0,1.0,40.0,,1.1863995522992576,1.3258176636680326
2025-06-03--18h-24m-24s,10.0,22.0,7.0,1.0,40.0,,1.1863995522992576,1.2645189576252271
2025-06-03--18h-24m-24s,14.0,22.0,4.0,0.0,40.0,,1.1040309877476002,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,15.0,7.0,0.0,40.0,,1.369438406004566,1.5707963267948966
2025-06-03--18h-24m-24s,14.0,25.0,1.0,0.0,40.0,,0.9272952180016122,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,16.0,4.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,17.0,4.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,18.0,2.0,1.0,40.0,,1.1592794807274087,1.3452829208967654
2025-06-03--18h-24m-24s,13.0,22.0,3.0,2.0,40.0,,1.0758322950780022,1.1970041519603862
2025-06-03--18h-24m-24s,20.0,17.0,2.0,1.0,40.0,,1.1863995522992576,1.3508083493994372
2025-06-03--18h-24m-24s,13.0,22.0,4.0,1.0,40.0,,1.1040309877476002,1.3002465638163236
2025-06-03--18h-24m-24s,14.0,20.0,4.0,2.0,40.0,,1.1592794807274087,1.2094292028881888
2025-06-03--18h-24m-24s,11.0,22.0,7.0,0.0,40.0,,1.1863995522992576,1.5707963267948966
2025-06-03--18h-24m-24s,14.0,20.0,6.0,0.0,40.0,,1.2132252231493863,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,14.0,5.0,2.0,40.0,,1.3438532906163767,1.2570684403333012
2025-06-03--18h-24m-24s,20.0,16.0,4.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,20.0,2.0,0.0,40.0,,1.1040309877476002,1.5707963267948966
2025-06-03--18h-24m-24s,16.0,18.0,5.0,1.0,40.0,,1.2397845987056022,1.3258176636680326
2025-06-03--18h-24m-24s,20.0,17.0,3.0,0.0,40.0,,1.2132252231493863,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,16.0,4.0,1.0,40.0,,1.2661036727794992,1.3452829208967654
2025-06-03--18h-24m-24s,12.0,24.0,3.0,1.0,40.0,,1.0180812136981134,1.289761425292083
2025-06-03--18h-24m-24s,19.0,17.0,4.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,11.0,25.0,4.0,0.0,40.0,,1.0180812136981134,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,16.0,6.0,0.0,40.0,,1.318116071652818,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,14.0,7.0,2.0,40.0,,1.3948905586311804,1.2403736788834132
2025-06-03--18h-24m-24s,15.0,20.0,5.0,0.0,40.0,,1.1863995522992576,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,16.0,2.0,1.0,40.0,,1.2132252231493863,1.3559464937191843
2025-06-03--18h-24m-24s,19.0,16.0,3.0,2.0,40.0,,1.2397845987056022,1.2570684403333012
2025-06-03--18h-24m-24s,12.0,23.0,4.0,1.0,40.0,,1.0758322950780022,1.289761425292083
2025-06-03--18h-24m-24s,19.0,20.0,1.0,0.0,40.0,,1.0758322950780022,1.5707963267948966
2025-06-03--18h-24m-24s,22.0,14.0,3.0,1.0,40.0,,1.292206624403246,1.3607405877236578
2025-06-03--18h-24m-24s,19.0,14.0,7.0,0.0,40.0,,1.3948905586311804,1.5707963267948966
2025-06-03--18h-24m-24s,12.0,22.0,6.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,16.0,5.0,1.0,40.0,,1.292206624403246,1.3393189628247182
2025-06-03--18h-24m-24s,15.0,19.0,5.0,1.0,40.0,,1.2132252231493863,1.318116071652818
2025-06-03--18h-24m-24s,16.0,18.0,4.0,2.0,40.0,,1.2132252231493863,1.2309594173407747
2025-06-03--18h-24m-24s,15.0,20.0,3.0,2.0,40.0,,1.131834441185136,1.220690549027751
2025-06-03--18h-24m-24s,21.0,13.0,4.0,2.0,40.0,,1.3438532906163767,1.2714623003771253
2025-06-03--18h-24m-24s,18.0,20.0,2.0,0.0,40.0,,1.1040309877476002,1.5707963267948966
2025-06-03--18h-24m-24s,14.0,19.0,7.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,15.0,5.0,0.0,40.0,,1.318116071652818,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,19.0,2.0,2.0,40.0,,1.131834441185136,1.2403736788834132
2025-06-03--18h-24m-24s,12.0,22.0,5.0,1.0,40.0,,1.131834441185136,1.289761425292083
2025-06-03--18h-24m-24s,19.0,19.0,2.0,0.0,40.0,,1.131834441185136,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,22.0,3.0,0.0,40.0,,1.0758322950780022,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,21.0,3.0,1.0,40.0,,1.1040309877476002,1.318116071652818
2025-06-03--18h-24m-24s,18.0,15.0,7.0,0.0,40.0,,1.369438406004566,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,18.0,3.0,0.0,40.0,,1.1863995522992576,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,17.0,5.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,15.0,2.0,2.0,40.0,,1.2397845987056022,1.2714623003771253
2025-06-03--18h-24m-24s,23.0,14.0,3.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,16.0,5.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,14.0,5.0,2.0,40.0,,1.3438532906163767,1.2570684403333012
2025-06-03--18h-24m-24s,18.0,18.0,4.0,0.0,40.0,,1.2132252231493863,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,10.0,10.0,2.0,40.0,,1.5707963267948966,1.2490457723982544
2025-06-03--18h-24m-24s,12.0,23.0,5.0,0.0,40.0,,1.1040309877476002,1.5707963267948966
2025-06-03--18h-24m-24s,16.0,18.0,5.0,1.0,40.0,,1.2397845987056022,1.3258176636680326
2025-06-03--18h-24m-24s,18.0,18.0,4.0,0.0,40.0,,1.2132252231493863,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,16.0,4.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,16.0,5.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,20.0,3.0,2.0,40.0,,1.131834441185136,1.220690549027751
2025-06-03--18h-24m-24s,19.0,18.0,3.0,0.0,40.0,,1.1863995522992576,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,17.0,8.0,0.0,40.0,,1.3438532906163767,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,20.0,2.0,0.0,40.0,,1.1040309877476002,1.5707963267948966
2025-06-03--18h-24m-24s,21.0,11.0,6.0,2.0,40.0,,1.445468495626831,1.2714623003771253
2025-06-03--18h-24m-24s,18.0,17.0,5.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,19.0,6.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,16.0,5.0,1.0,40.0,,1.292206624403246,1.3393189628247182
2025-06-03--18h-24m-24s,22.0,13.0,5.0,0.0,40.0,,1.369438406004566,1.5707963267948966
2025-06-03--18h-24m-24s,16.0,19.0,4.0,1.0,40.0,,1.1863995522992576,1.3258176636680326
2025-06-03--18h-24m-24s,18.0,17.0,4.0,1.0,40.0,,1.2397845987056022,1.3393189628247182
2025-06-03--18h-24m-24s,17.0,17.0,4.0,2.0,40.0,,1.2397845987056022,1.2403736788834132
2025-06-03--18h-24m-24s,20.0,13.0,6.0,1.0,40.0,,1.3948905586311804,1.3508083493994372
2025-06-03--18h-24m-24s,14.0,20.0,4.0,2.0,40.0,,1.1592794807274087,1.2094292028881888
2025-06-03--18h-24m-24s,14.0,20.0,5.0,1.0,40.0,,1.1863995522992576,1.3096389158918722
2025-06-03--18h-24m-24s,15.0,16.0,9.0,0.0,40.0,,1.3948905586311804,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,21.0,3.0,1.0,40.0,,1.1040309877476002,1.318116071652818
2025-06-03--18h-24m-24s,17.0,17.0,5.0,1.0,40.0,,1.2661036727794992,1.3328552019646884
2025-06-03--18h-24m-24s,14.0,20.0,6.0,0.0,40.0,,1.2132252231493863,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,17.0,6.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,17.0,3.0,0.0,40.0,,1.2132252231493863,1.5707963267948966
2025-06-03--18h-24m-24s,12.0,20.0,7.0,1.0,40.0,,1.2397845987056022,1.289761425292083
2025-06-03--18h-24m-24s,10.0,25.0,5.0,0.0,40.0,,1.0471975511965976,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,18.0,4.0,1.0,40.0,,1.2132252231493863,1.3328552019646884
2025-06-03--18h-24m-24s,17.0,19.0,4.0,0.0,40.0,,1.1863995522992576,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,19.0,4.0,0.0,40.0,,1.1863995522992576,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,17.0,3.0,0.0,40.0,,1.2132252231493863,1.5707963267948966
2025-06-03--18h-24m-24s,23.0,14.0,3.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,19.0,16.0,5.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,22.0,3.0,0.0,40.0,,1.0758322950780022,1.5707963267948966
2025-06-03--18h-24m-24s,15.0,18.0,7.0,0.0,40.0,,1.292206624403246,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,18.0,4.0,1.0,40.0,,1.2132252231493863,1.3328552019646884
2025-06-03--18h-24m-24s,20.0,13.0,7.0,0.0,40.0,,1.4202280540182106,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,18.0,5.0,0.0,40.0,,1.2397845987056022,1.5707963267948966
2025-06-03--18h-24m-24s,20.0,18.0,2.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,13.0,22.0,5.0,0.0,40.0,,1.131834441185136,1.5707963267948966
2025-06-03--18h-24m-24s,14.0,21.0,5.0,0.0,40.0,,1.1592794807274087,1.5707963267948966
2025-06-03--18h-24m-24s,17.0,18.0,4.0,1.0,40.0,,1.2132252231493863,1.3328552019646884
2025-06-03--18h-24m-24s,18.0,16.0,6.0,0.0,40.0,,1.318116071652818,1.5707963267948966
2025-06-03--18h-24m-24s,16.0,19.0,3.0,2.0,40.0,,1.1592794807274087,1.2309594173407747
2025-06-03--18h-24m-24s,12.0,21.0,6.0,1.0,40.0,,1.1863995522992576,1.289761425292083
2025-06-03--18h-24m-24s,17.0,20.0,3.0,0.0,40.0,,1.131834441185136,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,17.0,4.0,1.0,40.0,,1.2397845987056022,1.3393189628247182
2025-06-03--18h-24m-24s,14.0,20.0,6.0,0.0,40.0,,1.2132252231493863,1.5707963267948966
2025-06-03--18h-24m-24s,18.0,21.0,1.0,0.0,40.0,,1.0471975511965976,1.5707963267948966
2025-06-03--18h-24m-24s,24.0,9.0,6.0,1.0,40.0,,1.4957258357181802,1.369438406004566
2025-06-03--18h-24m-24s,15.0,22.0,3.0,0.0,40.0,,1.0758322950780022,1.5707963267948966
2025-06-03--18h-24m-24s,13.0,24.0,2.0,1.0,40.0,,0.9884320889261531,1.3002465638163236
2025-06-03--18h-24m-24s,20.0,16.0,4.0,0.0,40.0,,1.2661036727794992,1.5707963267948966
