data_dir,C',SB,VV,HH,N
2025-06-19--17h-30m-32s,28.0,28.0,47.0,17.0,120.0
2025-06-19--17h-30m-32s,23.0,28.0,51.0,18.0,120.0
2025-06-19--17h-30m-32s,27.0,31.0,44.0,18.0,120.0
2025-06-19--17h-30m-32s,26.0,18.0,47.0,29.0,120.0
2025-06-19--17h-30m-32s,22.0,23.0,55.0,20.0,120.0
2025-06-19--17h-30m-32s,19.0,24.0,51.0,26.0,120.0
2025-06-19--17h-30m-32s,24.0,26.0,52.0,18.0,120.0
2025-06-19--17h-30m-32s,21.0,31.0,47.0,21.0,120.0
2025-06-19--17h-30m-32s,26.0,28.0,45.0,21.0,120.0
2025-06-19--17h-30m-32s,28.0,27.0,48.0,17.0,120.0
2025-06-19--17h-30m-32s,32.0,37.0,36.0,15.0,120.0
2025-06-19--17h-30m-32s,27.0,25.0,53.0,15.0,120.0
2025-06-19--17h-30m-32s,21.0,38.0,49.0,12.0,120.0
2025-06-19--17h-30m-32s,26.0,26.0,54.0,14.0,120.0
2025-06-19--17h-30m-32s,20.0,33.0,48.0,19.0,120.0
2025-06-19--17h-30m-32s,18.0,21.0,61.0,20.0,120.0
2025-06-19--17h-30m-32s,25.0,27.0,49.0,19.0,120.0
2025-06-19--17h-30m-32s,23.0,21.0,60.0,16.0,120.0
2025-06-19--17h-30m-32s,28.0,28.0,54.0,10.0,120.0
2025-06-19--17h-30m-32s,29.0,22.0,46.0,23.0,120.0
2025-06-19--17h-30m-32s,22.0,25.0,51.0,22.0,120.0
2025-06-19--17h-30m-32s,22.0,33.0,54.0,11.0,120.0
2025-06-19--17h-30m-32s,22.0,30.0,50.0,18.0,120.0
2025-06-19--17h-30m-32s,34.0,31.0,37.0,18.0,120.0
2025-06-19--17h-30m-32s,21.0,35.0,49.0,15.0,120.0
2025-06-19--17h-30m-32s,34.0,30.0,40.0,16.0,120.0
2025-06-19--17h-30m-32s,21.0,31.0,50.0,18.0,120.0
2025-06-19--17h-30m-32s,17.0,35.0,42.0,26.0,120.0
2025-06-19--17h-30m-32s,26.0,27.0,57.0,10.0,120.0
2025-06-19--17h-30m-32s,23.0,31.0,48.0,18.0,120.0
2025-06-19--17h-30m-32s,22.0,34.0,40.0,24.0,120.0
2025-06-19--17h-30m-32s,16.0,35.0,44.0,25.0,120.0
2025-06-19--17h-30m-32s,26.0,30.0,51.0,13.0,120.0
2025-06-19--17h-30m-32s,32.0,29.0,45.0,14.0,120.0
2025-06-19--17h-30m-32s,31.0,26.0,40.0,23.0,120.0
2025-06-19--17h-30m-32s,31.0,33.0,41.0,15.0,120.0
2025-06-19--17h-30m-32s,25.0,27.0,53.0,15.0,120.0
2025-06-19--17h-30m-32s,23.0,29.0,56.0,12.0,120.0
2025-06-19--17h-30m-32s,20.0,35.0,50.0,15.0,120.0
2025-06-19--17h-30m-32s,20.0,32.0,49.0,19.0,120.0
2025-06-19--17h-30m-32s,17.0,40.0,50.0,13.0,120.0
2025-06-19--17h-30m-32s,26.0,28.0,50.0,16.0,120.0
2025-06-19--17h-30m-32s,30.0,29.0,43.0,18.0,120.0
2025-06-19--17h-30m-32s,29.0,25.0,46.0,20.0,120.0
2025-06-19--17h-30m-32s,19.0,38.0,43.0,20.0,120.0
2025-06-19--17h-30m-32s,21.0,34.0,47.0,18.0,120.0
2025-06-19--17h-30m-32s,34.0,28.0,43.0,15.0,120.0
2025-06-19--17h-30m-32s,23.0,23.0,57.0,17.0,120.0
2025-06-19--17h-30m-32s,26.0,30.0,51.0,13.0,120.0
2025-06-19--17h-30m-32s,30.0,29.0,44.0,17.0,120.0
2025-06-19--17h-30m-32s,28.0,31.0,42.0,19.0,120.0
2025-06-19--17h-30m-32s,21.0,38.0,47.0,14.0,120.0
2025-06-19--17h-30m-32s,16.0,28.0,60.0,16.0,120.0
2025-06-19--17h-30m-32s,23.0,30.0,46.0,21.0,120.0
2025-06-19--17h-30m-32s,26.0,34.0,43.0,17.0,120.0
2025-06-19--17h-30m-32s,21.0,28.0,51.0,20.0,120.0
2025-06-19--17h-30m-32s,22.0,35.0,43.0,20.0,120.0
2025-06-19--17h-30m-32s,27.0,42.0,36.0,15.0,120.0
2025-06-19--17h-30m-32s,26.0,27.0,47.0,20.0,120.0
2025-06-19--17h-30m-32s,22.0,38.0,45.0,15.0,120.0
2025-06-19--17h-30m-32s,17.0,31.0,42.0,30.0,120.0
2025-06-19--17h-30m-32s,19.0,34.0,53.0,14.0,120.0
2025-06-19--17h-30m-32s,21.0,40.0,43.0,16.0,120.0
2025-06-19--17h-30m-32s,28.0,25.0,52.0,15.0,120.0
2025-06-19--17h-30m-32s,31.0,32.0,45.0,12.0,120.0
2025-06-19--17h-30m-32s,17.0,33.0,55.0,15.0,120.0
2025-06-19--17h-30m-32s,30.0,24.0,49.0,17.0,120.0
2025-06-19--17h-30m-32s,24.0,25.0,50.0,21.0,120.0
2025-06-19--17h-30m-32s,31.0,17.0,53.0,19.0,120.0
2025-06-19--17h-30m-32s,29.0,41.0,32.0,18.0,120.0
2025-06-19--17h-30m-32s,28.0,34.0,46.0,12.0,120.0
2025-06-19--17h-30m-32s,22.0,24.0,62.0,12.0,120.0
2025-06-19--17h-30m-32s,25.0,24.0,53.0,18.0,120.0
2025-06-19--17h-30m-32s,21.0,29.0,51.0,19.0,120.0
2025-06-19--17h-30m-32s,25.0,25.0,59.0,11.0,120.0
2025-06-19--17h-30m-32s,33.0,31.0,44.0,12.0,120.0
2025-06-19--17h-30m-32s,23.0,34.0,40.0,23.0,120.0
2025-06-19--17h-30m-32s,29.0,37.0,36.0,18.0,120.0
2025-06-19--17h-30m-32s,23.0,34.0,49.0,14.0,120.0
2025-06-19--17h-30m-32s,31.0,22.0,45.0,22.0,120.0
2025-06-19--17h-30m-32s,16.0,27.0,58.0,19.0,120.0
2025-06-19--17h-30m-32s,20.0,38.0,45.0,17.0,120.0
2025-06-19--17h-30m-32s,30.0,26.0,51.0,13.0,120.0
2025-06-19--17h-30m-32s,29.0,26.0,49.0,16.0,120.0
2025-06-19--17h-30m-32s,21.0,31.0,53.0,15.0,120.0
2025-06-19--17h-30m-32s,28.0,25.0,45.0,22.0,120.0
2025-06-19--17h-30m-32s,28.0,31.0,48.0,13.0,120.0
2025-06-19--17h-30m-32s,16.0,31.0,56.0,17.0,120.0
2025-06-19--17h-30m-32s,23.0,31.0,45.0,21.0,120.0
2025-06-19--17h-30m-32s,25.0,41.0,38.0,16.0,120.0
2025-06-19--17h-30m-32s,29.0,28.0,47.0,16.0,120.0
2025-06-19--17h-30m-32s,20.0,32.0,48.0,20.0,120.0
2025-06-19--17h-30m-32s,30.0,31.0,51.0,8.0,120.0
2025-06-19--17h-30m-32s,25.0,29.0,46.0,20.0,120.0
2025-06-19--17h-30m-32s,22.0,32.0,44.0,22.0,120.0
2025-06-19--17h-30m-32s,18.0,35.0,53.0,14.0,120.0
2025-06-19--17h-30m-32s,23.0,35.0,44.0,18.0,120.0
2025-06-19--17h-30m-32s,22.0,33.0,48.0,17.0,120.0
2025-06-19--17h-30m-32s,32.0,25.0,57.0,6.0,120.0
2025-06-19--17h-30m-32s,16.0,32.0,51.0,21.0,120.0
2025-06-19--17h-30m-32s,18.0,29.0,57.0,16.0,120.0
2025-06-19--17h-30m-32s,20.0,31.0,53.0,16.0,120.0
2025-06-19--17h-30m-32s,27.0,25.0,53.0,15.0,120.0
2025-06-19--17h-30m-32s,27.0,25.0,46.0,22.0,120.0
2025-06-19--17h-30m-32s,21.0,26.0,50.0,23.0,120.0
2025-06-19--17h-30m-32s,31.0,36.0,39.0,14.0,120.0
2025-06-19--17h-30m-32s,29.0,30.0,45.0,16.0,120.0
2025-06-19--17h-30m-32s,23.0,37.0,42.0,18.0,120.0
2025-06-19--17h-30m-32s,22.0,31.0,52.0,15.0,120.0
2025-06-19--17h-30m-32s,21.0,26.0,52.0,21.0,120.0
2025-06-19--17h-30m-32s,30.0,35.0,40.0,15.0,120.0
2025-06-19--17h-30m-32s,29.0,36.0,39.0,16.0,120.0
2025-06-19--17h-30m-32s,29.0,30.0,43.0,18.0,120.0
2025-06-19--17h-30m-32s,23.0,33.0,47.0,17.0,120.0
2025-06-19--17h-30m-32s,21.0,30.0,52.0,17.0,120.0
2025-06-19--17h-30m-32s,29.0,31.0,46.0,14.0,120.0
2025-06-19--17h-30m-32s,25.0,27.0,45.0,23.0,120.0
2025-06-19--17h-30m-32s,26.0,31.0,49.0,14.0,120.0
