data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--19h-01m-34s,3.0,0.0,35.0,2.0,40.0,2.636232143305636,0.8860771237926136
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.824032224298272,0.7853981633974483
2025-05-23--19h-01m-34s,1.5,0.0,38.0,0.5,40.0,2.824032224298272,1.0471975511965976
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7518319207923185,0.6154797086703874
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,1.5,0.0,37.0,1.5,40.0,2.7518319207923185,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7518319207923185,0.4205343352839651
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,2.0,0.0,36.0,2.0,40.0,2.6905658417935308,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7518319207923185,0.6154797086703874
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483
2025-05-23--19h-01m-34s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966
2025-05-23--19h-01m-34s,1.5,0.0,38.0,0.5,40.0,2.824032224298272,1.0471975511965976
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,1.5,0.0,38.0,0.5,40.0,2.824032224298272,1.0471975511965976
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7518319207923185,0.6154797086703874
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.824032224298272,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.824032224298272,0.7853981633974483
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.824032224298272,0.7853981633974483
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.824032224298272,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,0.0,0.0,40.0,0.0,40.0,3.141592653589793,
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,1.5,0.0,37.0,1.5,40.0,2.7518319207923185,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7518319207923185,0.4205343352839651
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7518319207923185,0.4205343352839651
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483
2025-05-23--19h-01m-34s,1.0,0.0,39.0,0.0,40.0,2.917517368287974,1.5707963267948966
2025-05-23--19h-01m-34s,1.5,0.0,37.0,1.5,40.0,2.7518319207923185,0.7853981633974483
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.824032224298272,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7518319207923185,0.6154797086703874
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.0,0.0,38.0,2.0,40.0,2.824032224298272,0.0
2025-05-23--19h-01m-34s,1.5,0.0,37.0,1.5,40.0,2.7518319207923185,0.7853981633974483
2025-05-23--19h-01m-34s,2.5,0.0,35.0,2.5,40.0,2.636232143305636,0.7853981633974483
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7518319207923185,0.4205343352839651
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7518319207923185,0.4205343352839651
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7518319207923185,0.6154797086703874
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.824032224298272,0.7853981633974483
2025-05-23--19h-01m-34s,0.5,0.0,39.0,0.5,40.0,2.917517368287974,0.7853981633974483
2025-05-23--19h-01m-34s,1.5,0.0,38.0,0.5,40.0,2.824032224298272,1.0471975511965976
2025-05-23--19h-01m-34s,1.0,0.0,38.0,1.0,40.0,2.824032224298272,0.7853981633974483
2025-05-23--19h-01m-34s,1.0,0.0,37.0,2.0,40.0,2.7518319207923185,0.6154797086703874
2025-05-23--19h-01m-34s,2.0,0.0,37.0,1.0,40.0,2.7518319207923185,0.9553166181245093
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.5,0.0,37.0,2.5,40.0,2.7518319207923185,0.4205343352839651
2025-05-23--19h-01m-34s,0.0,0.0,39.0,1.0,40.0,2.917517368287974,0.0
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
2025-05-23--19h-01m-34s,0.5,0.0,38.0,1.5,40.0,2.824032224298272,0.5235987755982988
