data_dir,C,DB_H,DB_V,SB,N
2025-05-31--22h-25m-32s,18.0,85.0,3.0,13.5,119.5
2025-05-31--22h-25m-32s,17.5,90.0,3.0,9.0,119.5
2025-05-31--22h-25m-32s,16.0,90.0,2.0,14.5,122.5
2025-05-31--22h-25m-32s,19.0,85.0,2.0,13.5,119.5
2025-05-31--22h-25m-32s,11.5,90.0,1.0,16.5,119.0
2025-05-31--22h-25m-32s,11.0,95.0,1.0,13.5,120.5
2025-05-31--22h-25m-32s,17.0,90.0,2.0,12.0,121.0
2025-05-31--22h-25m-32s,12.0,92.0,2.0,15.0,121.0
2025-05-31--22h-25m-32s,17.5,87.0,0.0,16.5,121.0
2025-05-31--22h-25m-32s,17.0,86.0,3.0,12.0,118.0
2025-05-31--22h-25m-32s,19.5,84.0,1.0,13.5,118.0
2025-05-31--22h-25m-32s,13.0,94.0,1.0,12.0,120.0
2025-05-31--22h-25m-32s,15.5,89.0,2.0,15.0,121.5
2025-05-31--22h-25m-32s,15.5,91.0,3.0,11.0,120.5
2025-05-31--22h-25m-32s,13.5,82.0,7.0,16.5,119.0
2025-05-31--22h-25m-32s,16.5,86.0,2.0,14.0,118.5
2025-05-31--22h-25m-32s,16.0,86.0,3.0,16.0,121.0
2025-05-31--22h-25m-32s,14.5,88.0,3.0,16.5,122.0
2025-05-31--22h-25m-32s,14.5,89.0,2.0,13.0,118.5
2025-05-31--22h-25m-32s,14.0,89.0,0.0,17.5,120.5
2025-05-31--22h-25m-32s,21.5,81.0,0.0,16.0,118.5
2025-05-31--22h-25m-32s,12.0,92.0,2.0,13.0,119.0
2025-05-31--22h-25m-32s,15.5,85.0,3.0,17.0,120.5
2025-05-31--22h-25m-32s,14.0,93.0,2.0,10.5,119.5
2025-05-31--22h-25m-32s,13.5,90.0,2.0,15.5,121.0
2025-05-31--22h-25m-32s,14.5,93.0,2.0,9.0,118.5
2025-05-31--22h-25m-32s,13.0,92.0,2.0,11.0,118.0
2025-05-31--22h-25m-32s,17.0,89.0,2.0,12.0,120.0
2025-05-31--22h-25m-32s,14.5,92.0,2.0,12.5,121.0
2025-05-31--22h-25m-32s,22.5,83.0,3.0,10.5,119.0
2025-05-31--22h-25m-32s,14.0,88.0,1.0,16.5,119.5
2025-05-31--22h-25m-32s,16.0,88.0,3.0,13.0,120.0
2025-05-31--22h-25m-32s,17.5,85.0,3.0,13.0,118.5
2025-05-31--22h-25m-32s,16.5,87.0,0.0,17.5,121.0
2025-05-31--22h-25m-32s,14.0,84.0,4.0,16.5,118.5
2025-05-31--22h-25m-32s,19.5,80.0,4.0,14.5,118.0
2025-05-31--22h-25m-32s,17.5,87.0,2.0,13.5,120.0
2025-05-31--22h-25m-32s,12.5,88.0,5.0,14.0,119.5
2025-05-31--22h-25m-32s,11.5,93.0,6.0,10.0,120.5
2025-05-31--22h-25m-32s,16.5,93.0,2.0,10.0,121.5
2025-05-31--22h-25m-32s,17.0,80.0,6.0,14.5,117.5
2025-05-31--22h-25m-32s,17.0,82.0,1.0,17.5,117.5
2025-05-31--22h-25m-32s,11.5,89.0,2.0,18.0,120.5
2025-05-31--22h-25m-32s,15.0,92.0,3.0,11.0,121.0
2025-05-31--22h-25m-32s,14.0,83.0,4.0,19.0,120.0
2025-05-31--22h-25m-32s,12.5,91.0,2.0,14.0,119.5
2025-05-31--22h-25m-32s,12.0,91.0,2.0,14.5,119.5
2025-05-31--22h-25m-32s,12.5,94.0,1.0,14.0,121.5
2025-05-31--22h-25m-32s,15.5,85.0,4.0,16.0,120.5
2025-05-31--22h-25m-32s,15.0,86.0,2.0,18.0,121.0
2025-05-31--22h-25m-32s,16.0,92.0,1.0,10.5,119.5
2025-05-31--22h-25m-32s,18.5,83.0,5.0,11.0,117.5
2025-05-31--22h-25m-32s,12.5,85.0,3.0,18.5,119.0
2025-05-31--22h-25m-32s,16.0,86.0,2.0,17.5,121.5
2025-05-31--22h-25m-32s,14.5,91.0,6.0,8.5,120.0
2025-05-31--22h-25m-32s,10.5,91.0,0.0,16.0,117.5
2025-05-31--22h-25m-32s,14.5,93.0,2.0,11.5,121.0
2025-05-31--22h-25m-32s,17.0,82.0,3.0,17.5,119.5
2025-05-31--22h-25m-32s,18.0,85.0,3.0,12.0,118.0
2025-05-31--22h-25m-32s,13.0,90.0,1.0,14.5,118.5
2025-05-31--22h-25m-32s,12.0,91.0,2.0,16.0,121.0
2025-05-31--22h-25m-32s,16.0,82.0,4.0,15.5,117.5
2025-05-31--22h-25m-32s,14.0,87.0,2.0,17.5,120.5
2025-05-31--22h-25m-32s,12.0,95.0,2.0,10.5,119.5
2025-05-31--22h-25m-32s,15.0,88.0,2.0,14.0,119.0
2025-05-31--22h-25m-32s,11.0,88.0,6.0,15.5,120.5
2025-05-31--22h-25m-32s,18.0,91.0,2.0,12.0,123.0
2025-05-31--22h-25m-32s,20.5,80.0,3.0,15.0,118.5
2025-05-31--22h-25m-32s,15.5,92.0,3.0,8.5,119.0
2025-05-31--22h-25m-32s,15.0,86.0,4.0,14.0,119.0
2025-05-31--22h-25m-32s,17.0,87.0,4.0,12.0,120.0
2025-05-31--22h-25m-32s,12.0,87.0,3.0,17.5,119.5
2025-05-31--22h-25m-32s,13.0,90.0,3.0,12.5,118.5
2025-05-31--22h-25m-32s,14.5,92.0,1.0,10.0,117.5
2025-05-31--22h-25m-32s,13.5,92.0,1.0,13.0,119.5
2025-05-31--22h-25m-32s,20.0,76.0,8.0,17.0,121.0
2025-05-31--22h-25m-32s,17.0,84.0,2.0,16.5,119.5
2025-05-31--22h-25m-32s,15.5,94.0,1.0,11.0,121.5
2025-05-31--22h-25m-32s,15.0,91.0,2.0,12.0,120.0
2025-05-31--22h-25m-32s,18.0,84.0,2.0,16.5,120.5
2025-05-31--22h-25m-32s,7.0,97.0,3.0,11.5,118.5
2025-05-31--22h-25m-32s,12.0,91.0,3.0,12.5,118.5
2025-05-31--22h-25m-32s,13.5,90.0,3.0,13.0,119.5
2025-05-31--22h-25m-32s,21.0,77.0,5.0,17.0,120.0
2025-05-31--22h-25m-32s,16.0,88.0,1.0,14.5,119.5
2025-05-31--22h-25m-32s,17.0,90.0,4.0,9.0,120.0
2025-05-31--22h-25m-32s,19.0,84.0,3.0,14.5,120.5
2025-05-31--22h-25m-32s,16.5,91.0,1.0,11.0,119.5
2025-05-31--22h-25m-32s,15.0,88.0,4.0,13.5,120.5
2025-05-31--22h-25m-32s,17.5,86.0,6.0,11.0,120.5
2025-05-31--22h-25m-32s,12.0,96.0,3.0,10.0,121.0
2025-05-31--22h-25m-32s,14.5,90.0,3.0,11.0,118.5
2025-05-31--22h-25m-32s,13.0,86.0,2.0,17.0,118.0
