data_dir,C,DB_H,DB_V,SB,N
2025-06-18--18h-48m-14s,20.0,12.0,0.0,8.0,40.0
2025-06-18--18h-48m-14s,26.0,13.0,0.0,1.0,40.0
2025-06-18--18h-48m-14s,19.0,15.0,1.0,5.0,40.0
2025-06-18--18h-48m-14s,24.0,11.0,1.0,4.0,40.0
2025-06-18--18h-48m-14s,21.0,13.0,0.0,6.0,40.0
2025-06-18--18h-48m-14s,19.0,14.0,0.0,7.0,40.0
2025-06-18--18h-48m-14s,15.0,18.0,0.0,7.0,40.0
2025-06-18--18h-48m-14s,23.0,8.0,1.0,8.0,40.0
2025-06-18--18h-48m-14s,17.0,15.0,2.0,6.0,40.0
2025-06-18--18h-48m-14s,25.0,9.0,1.0,5.0,40.0
2025-06-18--18h-48m-14s,28.0,7.0,1.0,4.0,40.0
2025-06-18--18h-48m-14s,22.0,15.0,0.0,3.0,40.0
2025-06-18--18h-48m-14s,19.0,14.0,1.0,6.0,40.0
2025-06-18--18h-48m-14s,17.0,15.0,0.0,8.0,40.0
2025-06-18--18h-48m-14s,27.0,12.0,0.0,1.0,40.0
2025-06-18--18h-48m-14s,21.0,12.0,1.0,6.0,40.0
2025-06-18--18h-48m-14s,17.0,14.0,1.0,8.0,40.0
2025-06-18--18h-48m-14s,18.0,16.0,0.0,6.0,40.0
2025-06-18--18h-48m-14s,13.0,21.0,1.0,5.0,40.0
2025-06-18--18h-48m-14s,16.0,19.0,1.0,4.0,40.0
2025-06-18--18h-48m-14s,20.0,17.0,0.0,3.0,40.0
2025-06-18--18h-48m-14s,16.0,14.0,0.0,10.0,40.0
2025-06-18--18h-48m-14s,21.0,15.0,0.0,4.0,40.0
2025-06-18--18h-48m-14s,21.0,17.0,0.0,2.0,40.0
2025-06-18--18h-48m-14s,16.0,20.0,1.0,3.0,40.0
2025-06-18--18h-48m-14s,20.0,11.0,2.0,7.0,40.0
2025-06-18--18h-48m-14s,21.0,14.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,17.0,19.0,0.0,4.0,40.0
2025-06-18--18h-48m-14s,22.0,14.0,0.0,4.0,40.0
2025-06-18--18h-48m-14s,20.0,15.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,25.0,11.0,1.0,3.0,40.0
2025-06-18--18h-48m-14s,22.0,13.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,21.0,17.0,0.0,2.0,40.0
2025-06-18--18h-48m-14s,20.0,15.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,18.0,18.0,0.0,4.0,40.0
2025-06-18--18h-48m-14s,15.0,21.0,0.0,4.0,40.0
2025-06-18--18h-48m-14s,22.0,11.0,0.0,7.0,40.0
2025-06-18--18h-48m-14s,19.0,18.0,0.0,3.0,40.0
2025-06-18--18h-48m-14s,19.0,18.0,1.0,2.0,40.0
2025-06-18--18h-48m-14s,20.0,15.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,23.0,11.0,0.0,6.0,40.0
2025-06-18--18h-48m-14s,16.0,19.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,24.0,10.0,1.0,5.0,40.0
2025-06-18--18h-48m-14s,20.0,12.0,2.0,6.0,40.0
2025-06-18--18h-48m-14s,21.0,15.0,2.0,2.0,40.0
2025-06-18--18h-48m-14s,13.0,21.0,1.0,5.0,40.0
2025-06-18--18h-48m-14s,20.0,16.0,0.0,4.0,40.0
2025-06-18--18h-48m-14s,25.0,12.0,2.0,1.0,40.0
2025-06-18--18h-48m-14s,15.0,21.0,1.0,3.0,40.0
2025-06-18--18h-48m-14s,25.0,13.0,0.0,2.0,40.0
2025-06-18--18h-48m-14s,18.0,15.0,1.0,6.0,40.0
2025-06-18--18h-48m-14s,17.0,13.0,1.0,9.0,40.0
2025-06-18--18h-48m-14s,18.0,14.0,0.0,8.0,40.0
2025-06-18--18h-48m-14s,23.0,11.0,1.0,5.0,40.0
2025-06-18--18h-48m-14s,16.0,22.0,1.0,1.0,40.0
2025-06-18--18h-48m-14s,24.0,13.0,0.0,3.0,40.0
2025-06-18--18h-48m-14s,24.0,11.0,1.0,4.0,40.0
2025-06-18--18h-48m-14s,20.0,17.0,0.0,3.0,40.0
2025-06-18--18h-48m-14s,14.0,22.0,1.0,3.0,40.0
2025-06-18--18h-48m-14s,18.0,11.0,1.0,10.0,40.0
2025-06-18--18h-48m-14s,16.0,20.0,0.0,4.0,40.0
2025-06-18--18h-48m-14s,16.0,14.0,0.0,10.0,40.0
2025-06-18--18h-48m-14s,20.0,15.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,21.0,17.0,0.0,2.0,40.0
2025-06-18--18h-48m-14s,21.0,13.0,2.0,4.0,40.0
2025-06-18--18h-48m-14s,19.0,16.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,21.0,15.0,0.0,4.0,40.0
2025-06-18--18h-48m-14s,24.0,10.0,0.0,6.0,40.0
2025-06-18--18h-48m-14s,17.0,17.0,0.0,6.0,40.0
2025-06-18--18h-48m-14s,18.0,18.0,1.0,3.0,40.0
2025-06-18--18h-48m-14s,19.0,16.0,1.0,4.0,40.0
2025-06-18--18h-48m-14s,22.0,15.0,0.0,3.0,40.0
2025-06-18--18h-48m-14s,21.0,14.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,22.0,9.0,0.0,9.0,40.0
2025-06-18--18h-48m-14s,22.0,14.0,2.0,2.0,40.0
2025-06-18--18h-48m-14s,25.0,10.0,0.0,5.0,40.0
2025-06-18--18h-48m-14s,22.0,12.0,0.0,6.0,40.0
2025-06-18--18h-48m-14s,18.0,15.0,0.0,7.0,40.0
2025-06-18--18h-48m-14s,24.0,9.0,1.0,6.0,40.0
