data_dir,C',SB,VV,HH,N
2025-06-18--18h-48m-14s,11.0,13.0,0.0,96.0,120.0
2025-06-18--18h-48m-14s,13.0,13.0,2.0,92.0,120.0
2025-06-18--18h-48m-14s,14.0,11.0,1.0,94.0,120.0
2025-06-18--18h-48m-14s,21.0,14.0,1.0,84.0,120.0
2025-06-18--18h-48m-14s,12.0,13.0,2.0,93.0,120.0
2025-06-18--18h-48m-14s,16.0,16.0,4.0,84.0,120.0
2025-06-18--18h-48m-14s,17.0,11.0,4.0,88.0,120.0
2025-06-18--18h-48m-14s,17.0,6.0,4.0,93.0,120.0
2025-06-18--18h-48m-14s,13.0,23.0,7.0,77.0,120.0
2025-06-18--18h-48m-14s,22.0,9.0,5.0,84.0,120.0
2025-06-18--18h-48m-14s,14.0,10.0,6.0,90.0,120.0
2025-06-18--18h-48m-14s,13.0,24.0,1.0,82.0,120.0
2025-06-18--18h-48m-14s,11.0,11.0,3.0,95.0,120.0
2025-06-18--18h-48m-14s,16.0,15.0,1.0,88.0,120.0
2025-06-18--18h-48m-14s,17.0,13.0,3.0,87.0,120.0
2025-06-18--18h-48m-14s,13.0,17.0,2.0,88.0,120.0
2025-06-18--18h-48m-14s,20.0,13.0,4.0,83.0,120.0
2025-06-18--18h-48m-14s,16.0,18.0,1.0,85.0,120.0
2025-06-18--18h-48m-14s,25.0,12.0,3.0,80.0,120.0
2025-06-18--18h-48m-14s,10.0,10.0,2.0,98.0,120.0
2025-06-18--18h-48m-14s,15.0,8.0,1.0,96.0,120.0
2025-06-18--18h-48m-14s,12.0,15.0,4.0,89.0,120.0
2025-06-18--18h-48m-14s,13.0,10.0,4.0,93.0,120.0
2025-06-18--18h-48m-14s,25.0,16.0,5.0,74.0,120.0
2025-06-18--18h-48m-14s,13.0,10.0,2.0,95.0,120.0
2025-06-18--18h-48m-14s,21.0,15.0,3.0,81.0,120.0
2025-06-18--18h-48m-14s,14.0,17.0,1.0,88.0,120.0
2025-06-18--18h-48m-14s,12.0,13.0,0.0,95.0,120.0
2025-06-18--18h-48m-14s,10.0,19.0,2.0,89.0,120.0
2025-06-18--18h-48m-14s,10.0,14.0,2.0,94.0,120.0
2025-06-18--18h-48m-14s,8.0,17.0,1.0,94.0,120.0
2025-06-18--18h-48m-14s,12.0,17.0,3.0,88.0,120.0
2025-06-18--18h-48m-14s,16.0,11.0,2.0,91.0,120.0
2025-06-18--18h-48m-14s,18.0,11.0,1.0,90.0,120.0
2025-06-18--18h-48m-14s,12.0,16.0,4.0,88.0,120.0
2025-06-18--18h-48m-14s,8.0,13.0,4.0,95.0,120.0
2025-06-18--18h-48m-14s,17.0,10.0,1.0,92.0,120.0
2025-06-18--18h-48m-14s,13.0,10.0,3.0,94.0,120.0
2025-06-18--18h-48m-14s,14.0,13.0,1.0,92.0,120.0
2025-06-18--18h-48m-14s,17.0,12.0,4.0,87.0,120.0
2025-06-18--18h-48m-14s,11.0,14.0,2.0,93.0,120.0
2025-06-18--18h-48m-14s,12.0,19.0,6.0,83.0,120.0
2025-06-18--18h-48m-14s,15.0,16.0,2.0,87.0,120.0
2025-06-18--18h-48m-14s,14.0,15.0,1.0,90.0,120.0
2025-06-18--18h-48m-14s,17.0,18.0,4.0,81.0,120.0
2025-06-18--18h-48m-14s,22.0,18.0,5.0,75.0,120.0
2025-06-18--18h-48m-14s,19.0,17.0,2.0,82.0,120.0
2025-06-18--18h-48m-14s,12.0,11.0,0.0,97.0,120.0
2025-06-18--18h-48m-14s,12.0,14.0,2.0,92.0,120.0
2025-06-18--18h-48m-14s,17.0,12.0,7.0,84.0,120.0
2025-06-18--18h-48m-14s,16.0,21.0,2.0,81.0,120.0
2025-06-18--18h-48m-14s,9.0,17.0,1.0,93.0,120.0
2025-06-18--18h-48m-14s,20.0,7.0,1.0,92.0,120.0
2025-06-18--18h-48m-14s,15.0,14.0,1.0,90.0,120.0
2025-06-18--18h-48m-14s,13.0,21.0,1.0,85.0,120.0
2025-06-18--18h-48m-14s,20.0,12.0,2.0,86.0,120.0
2025-06-18--18h-48m-14s,16.0,16.0,2.0,86.0,120.0
2025-06-18--18h-48m-14s,17.0,9.0,0.0,94.0,120.0
2025-06-18--18h-48m-14s,11.0,11.0,2.0,96.0,120.0
2025-06-18--18h-48m-14s,23.0,11.0,3.0,83.0,120.0
2025-06-18--18h-48m-14s,17.0,10.0,3.0,90.0,120.0
2025-06-18--18h-48m-14s,13.0,10.0,2.0,95.0,120.0
2025-06-18--18h-48m-14s,16.0,11.0,5.0,88.0,120.0
2025-06-18--18h-48m-14s,14.0,19.0,2.0,85.0,120.0
2025-06-18--18h-48m-14s,12.0,11.0,0.0,97.0,120.0
2025-06-18--18h-48m-14s,25.0,8.0,4.0,83.0,120.0
2025-06-18--18h-48m-14s,12.0,17.0,1.0,90.0,120.0
2025-06-18--18h-48m-14s,8.0,11.0,4.0,97.0,120.0
2025-06-18--18h-48m-14s,21.0,16.0,1.0,82.0,120.0
2025-06-18--18h-48m-14s,10.0,19.0,0.0,91.0,120.0
2025-06-18--18h-48m-14s,8.0,17.0,1.0,94.0,120.0
2025-06-18--18h-48m-14s,11.0,20.0,1.0,88.0,120.0
2025-06-18--18h-48m-14s,19.0,16.0,5.0,80.0,120.0
2025-06-18--18h-48m-14s,17.0,13.0,0.0,90.0,120.0
2025-06-18--18h-48m-14s,11.0,21.0,3.0,85.0,120.0
2025-06-18--18h-48m-14s,17.0,20.0,4.0,79.0,120.0
2025-06-18--18h-48m-14s,14.0,22.0,1.0,83.0,120.0
2025-06-18--18h-48m-14s,15.0,10.0,3.0,92.0,120.0
2025-06-18--18h-48m-14s,14.0,13.0,5.0,88.0,120.0
2025-06-18--18h-48m-14s,17.0,21.0,2.0,80.0,120.0
2025-06-18--18h-48m-14s,22.0,10.0,2.0,86.0,120.0
2025-06-18--18h-48m-14s,11.0,16.0,6.0,87.0,120.0
2025-06-18--18h-48m-14s,14.0,12.0,3.0,91.0,120.0
2025-06-18--18h-48m-14s,11.0,18.0,0.0,91.0,120.0
2025-06-18--18h-48m-14s,11.0,22.0,4.0,83.0,120.0
2025-06-18--18h-48m-14s,13.0,16.0,3.0,88.0,120.0
2025-06-18--18h-48m-14s,12.0,17.0,2.0,89.0,120.0
2025-06-18--18h-48m-14s,19.0,14.0,1.0,86.0,120.0
2025-06-18--18h-48m-14s,14.0,14.0,6.0,86.0,120.0
2025-06-18--18h-48m-14s,12.0,24.0,1.0,83.0,120.0
2025-06-18--18h-48m-14s,8.0,13.0,2.0,97.0,120.0
2025-06-18--18h-48m-14s,16.0,22.0,4.0,78.0,120.0
2025-06-18--18h-48m-14s,12.0,13.0,3.0,92.0,120.0
2025-06-18--18h-48m-14s,10.0,11.0,4.0,95.0,120.0
2025-06-18--18h-48m-14s,15.0,14.0,2.0,89.0,120.0
2025-06-18--18h-48m-14s,11.0,10.0,1.0,98.0,120.0
2025-06-18--18h-48m-14s,17.0,13.0,3.0,87.0,120.0
2025-06-18--18h-48m-14s,17.0,15.0,4.0,84.0,120.0
2025-06-18--18h-48m-14s,15.0,8.0,3.0,94.0,120.0
2025-06-18--18h-48m-14s,9.0,15.0,2.0,94.0,120.0
2025-06-18--18h-48m-14s,15.0,13.0,2.0,90.0,120.0
2025-06-18--18h-48m-14s,13.0,16.0,2.0,89.0,120.0
2025-06-18--18h-48m-14s,13.0,17.0,0.0,90.0,120.0
2025-06-18--18h-48m-14s,16.0,19.0,3.0,82.0,120.0
2025-06-18--18h-48m-14s,14.0,16.0,3.0,87.0,120.0
2025-06-18--18h-48m-14s,11.0,24.0,6.0,79.0,120.0
2025-06-18--18h-48m-14s,14.0,14.0,1.0,91.0,120.0
2025-06-18--18h-48m-14s,23.0,12.0,3.0,82.0,120.0
2025-06-18--18h-48m-14s,15.0,13.0,2.0,90.0,120.0
2025-06-18--18h-48m-14s,17.0,12.0,2.0,89.0,120.0
2025-06-18--18h-48m-14s,12.0,19.0,1.0,88.0,120.0
2025-06-18--18h-48m-14s,18.0,21.0,3.0,78.0,120.0
2025-06-18--18h-48m-14s,22.0,13.0,1.0,84.0,120.0
2025-06-18--18h-48m-14s,14.0,15.0,3.0,88.0,120.0
2025-06-18--18h-48m-14s,16.0,20.0,2.0,82.0,120.0
2025-06-18--18h-48m-14s,12.0,15.0,2.0,91.0,120.0
2025-06-18--18h-48m-14s,23.0,9.0,1.0,87.0,120.0
2025-06-18--18h-48m-14s,18.0,19.0,3.0,80.0,120.0
