data_dir,C',HH,SB,VV,N,theta_estimate,delta_phi_estimate,clipped_delta_phi_estimate
2025-07-07--12h-12m-21s,20.0,12.0,2.0,6.0,40.0,1.4202280540182106,1.2888950729374034,1.2888950729374034
2025-07-07--12h-12m-21s,15.0,11.0,2.0,12.0,40.0,1.5957989316942578,1.240790768478676,1.240790768478676
2025-07-07--12h-12m-21s,17.0,8.0,0.0,15.0,40.0,1.746702094958613,,1.5707963267948966
2025-07-07--12h-12m-21s,17.0,8.0,1.0,14.0,40.0,1.7213645995715827,1.3672472281641834,1.3672472281641834
2025-07-07--12h-12m-21s,16.0,11.0,2.0,11.0,40.0,1.5707963267948966,1.2519650181564412,1.2519650181564412
2025-07-07--12h-12m-21s,17.0,8.0,1.0,14.0,40.0,1.7213645995715827,1.3672472281641834,1.3672472281641834
2025-07-07--12h-12m-21s,14.0,16.0,0.0,10.0,40.0,1.4202280540182106,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,10.0,1.0,13.0,40.0,1.6458668178716132,1.3588826749280258,1.3588826749280258
2025-07-07--12h-12m-21s,16.0,9.0,2.0,13.0,40.0,1.6709637479564565,1.2519650181564412,1.2519650181564412
2025-07-07--12h-12m-21s,20.0,11.0,1.0,8.0,40.0,1.4957258357181802,1.3890649682452287,1.3890649682452287
2025-07-07--12h-12m-21s,18.0,11.0,0.0,11.0,40.0,1.5707963267948966,,1.5707963267948966
2025-07-07--12h-12m-21s,18.0,9.0,2.0,11.0,40.0,1.6208171836006666,1.2717812581031218,1.2717812581031218
2025-07-07--12h-12m-21s,22.0,8.0,1.0,9.0,40.0,1.5957989316942578,1.4015055247230883,1.4015055247230883
2025-07-07--12h-12m-21s,17.0,10.0,0.0,13.0,40.0,1.6458668178716132,,1.5707963267948966
2025-07-07--12h-12m-21s,21.0,9.0,1.0,9.0,40.0,1.5707963267948966,1.3954624047851896,1.3954624047851896
2025-07-07--12h-12m-21s,16.0,13.0,0.0,11.0,40.0,1.5207754699891267,,1.5707963267948966
2025-07-07--12h-12m-21s,20.0,10.0,3.0,7.0,40.0,1.4957258357181802,1.219805831920494,1.219805831920494
2025-07-07--12h-12m-21s,18.0,9.0,1.0,12.0,40.0,1.6458668178716132,1.3750164300217382,1.3750164300217382
2025-07-07--12h-12m-21s,12.0,16.0,0.0,12.0,40.0,1.4706289056333368,,1.5707963267948966
2025-07-07--12h-12m-21s,21.0,12.0,0.0,7.0,40.0,1.445468495626831,,1.5707963267948966
2025-07-07--12h-12m-21s,22.0,7.0,1.0,10.0,40.0,1.6458668178716132,1.4015055247230883,1.4015055247230883
2025-07-07--12h-12m-21s,20.0,11.0,0.0,9.0,40.0,1.5207754699891267,,1.5707963267948966
2025-07-07--12h-12m-21s,20.0,10.0,2.0,8.0,40.0,1.5207754699891267,1.2888950729374034,1.2888950729374034
2025-07-07--12h-12m-21s,20.0,13.0,2.0,5.0,40.0,1.369438406004566,1.2888950729374034,1.2888950729374034
2025-07-07--12h-12m-21s,19.0,11.0,0.0,10.0,40.0,1.5457937218955355,,1.5707963267948966
2025-07-07--12h-12m-21s,22.0,8.0,0.0,10.0,40.0,1.6208171836006666,,1.5707963267948966
2025-07-07--12h-12m-21s,17.0,14.0,0.0,9.0,40.0,1.445468495626831,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,17.0,1.0,6.0,40.0,1.292206624403246,1.3588826749280258,1.3588826749280258
2025-07-07--12h-12m-21s,17.0,15.0,0.0,8.0,40.0,1.3948905586311804,,1.5707963267948966
2025-07-07--12h-12m-21s,22.0,10.0,0.0,8.0,40.0,1.5207754699891267,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,12.0,1.0,11.0,40.0,1.5457937218955355,1.3588826749280258,1.3588826749280258
2025-07-07--12h-12m-21s,19.0,13.0,0.0,8.0,40.0,1.445468495626831,,1.5707963267948966
2025-07-07--12h-12m-21s,24.0,7.0,0.0,9.0,40.0,1.6208171836006666,,1.5707963267948966
2025-07-07--12h-12m-21s,15.0,15.0,1.0,9.0,40.0,1.4202280540182106,1.3498286429719393,1.3498286429719393
2025-07-07--12h-12m-21s,19.0,7.0,0.0,14.0,40.0,1.746702094958613,,1.5707963267948966
2025-07-07--12h-12m-21s,19.0,5.0,3.0,13.0,40.0,1.7721542475852274,1.210424222230805,1.210424222230805
2025-07-07--12h-12m-21s,15.0,13.0,0.0,12.0,40.0,1.5457937218955355,,1.5707963267948966
2025-07-07--12h-12m-21s,23.0,9.0,1.0,7.0,40.0,1.5207754699891267,1.407233267902889,1.407233267902889
2025-07-07--12h-12m-21s,24.0,10.0,1.0,5.0,40.0,1.445468495626831,1.4126791363870828,1.4126791363870828
2025-07-07--12h-12m-21s,13.0,14.0,3.0,10.0,40.0,1.4706289056333368,1.1363425541433965,1.1363425541433965
2025-07-07--12h-12m-21s,19.0,9.0,1.0,11.0,40.0,1.6208171836006666,1.3822676025446996,1.3822676025446996
2025-07-07--12h-12m-21s,21.0,10.0,1.0,8.0,40.0,1.5207754699891267,1.3954624047851896,1.3954624047851896
2025-07-07--12h-12m-21s,18.0,8.0,2.0,12.0,40.0,1.6709637479564565,1.2717812581031218,1.2717812581031218
2025-07-07--12h-12m-21s,17.0,12.0,2.0,9.0,40.0,1.4957258357181802,1.2622566556817851,1.2622566556817851
2025-07-07--12h-12m-21s,14.0,16.0,1.0,9.0,40.0,1.3948905586311804,1.3399691274240697,1.3399691274240697
2025-07-07--12h-12m-21s,18.0,14.0,0.0,8.0,40.0,1.4202280540182106,,1.5707963267948966
2025-07-07--12h-12m-21s,17.0,14.0,1.0,8.0,40.0,1.4202280540182106,1.3672472281641834,1.3672472281641834
2025-07-07--12h-12m-21s,16.0,15.0,1.0,8.0,40.0,1.3948905586311804,1.3588826749280258,1.3588826749280258
2025-07-07--12h-12m-21s,27.0,5.0,0.0,8.0,40.0,1.6458668178716132,,1.5707963267948966
2025-07-07--12h-12m-21s,22.0,10.0,0.0,8.0,40.0,1.5207754699891267,,1.5707963267948966
2025-07-07--12h-12m-21s,15.0,15.0,0.0,10.0,40.0,1.445468495626831,,1.5707963267948966
2025-07-07--12h-12m-21s,19.0,9.0,0.0,12.0,40.0,1.6458668178716132,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,7.0,0.0,17.0,40.0,1.8234765819369754,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,12.0,0.0,12.0,40.0,1.5707963267948966,,1.5707963267948966
2025-07-07--12h-12m-21s,13.0,14.0,1.0,12.0,40.0,1.5207754699891267,1.329159167141939,1.329159167141939
2025-07-07--12h-12m-21s,22.0,12.0,0.0,6.0,40.0,1.4202280540182106,,1.5707963267948966
2025-07-07--12h-12m-21s,15.0,15.0,0.0,10.0,40.0,1.445468495626831,,1.5707963267948966
2025-07-07--12h-12m-21s,15.0,13.0,0.0,12.0,40.0,1.5457937218955355,,1.5707963267948966
2025-07-07--12h-12m-21s,17.0,14.0,0.0,9.0,40.0,1.445468495626831,,1.5707963267948966
2025-07-07--12h-12m-21s,18.0,13.0,1.0,8.0,40.0,1.445468495626831,1.3750164300217382,1.3750164300217382
2025-07-07--12h-12m-21s,18.0,10.0,0.0,12.0,40.0,1.6208171836006666,,1.5707963267948966
2025-07-07--12h-12m-21s,23.0,6.0,2.0,9.0,40.0,1.6458668178716132,1.3107454290669993,1.3107454290669993
2025-07-07--12h-12m-21s,14.0,12.0,1.0,13.0,40.0,1.5957989316942578,1.3399691274240697,1.3399691274240697
2025-07-07--12h-12m-21s,17.0,16.0,0.0,7.0,40.0,1.3438532906163767,,1.5707963267948966
2025-07-07--12h-12m-21s,15.0,13.0,0.0,12.0,40.0,1.5457937218955355,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,14.0,2.0,8.0,40.0,1.4202280540182106,1.2519650181564412,1.2519650181564412
2025-07-07--12h-12m-21s,22.0,13.0,0.0,5.0,40.0,1.369438406004566,,1.5707963267948966
2025-07-07--12h-12m-21s,19.0,9.0,0.0,12.0,40.0,1.6458668178716132,,1.5707963267948966
2025-07-07--12h-12m-21s,22.0,11.0,0.0,7.0,40.0,1.4706289056333368,,1.5707963267948966
2025-07-07--12h-12m-21s,14.0,14.0,3.0,9.0,40.0,1.445468495626831,1.1514590325617873,1.1514590325617873
2025-07-07--12h-12m-21s,20.0,13.0,0.0,7.0,40.0,1.4202280540182106,,1.5707963267948966
2025-07-07--12h-12m-21s,22.0,9.0,0.0,9.0,40.0,1.5707963267948966,,1.5707963267948966
2025-07-07--12h-12m-21s,17.0,14.0,1.0,8.0,40.0,1.4202280540182106,1.3672472281641834,1.3672472281641834
2025-07-07--12h-12m-21s,23.0,13.0,0.0,4.0,40.0,1.3438532906163767,,1.5707963267948966
2025-07-07--12h-12m-21s,19.0,11.0,0.0,10.0,40.0,1.5457937218955355,,1.5707963267948966
2025-07-07--12h-12m-21s,18.0,11.0,1.0,10.0,40.0,1.5457937218955355,1.3750164300217382,1.3750164300217382
2025-07-07--12h-12m-21s,17.0,18.0,0.0,5.0,40.0,1.2397845987056022,,1.5707963267948966
2025-07-07--12h-12m-21s,20.0,8.0,0.0,12.0,40.0,1.6709637479564565,,1.5707963267948966
2025-07-07--12h-12m-21s,17.0,8.0,1.0,14.0,40.0,1.7213645995715827,1.3672472281641834,1.3672472281641834
2025-07-07--12h-12m-21s,15.0,13.0,2.0,10.0,40.0,1.4957258357181802,1.240790768478676,1.240790768478676
2025-07-07--12h-12m-21s,21.0,13.0,1.0,5.0,40.0,1.369438406004566,1.3954624047851896,1.3954624047851896
2025-07-07--12h-12m-21s,24.0,8.0,1.0,7.0,40.0,1.5457937218955355,1.4126791363870828,1.4126791363870828
2025-07-07--12h-12m-21s,20.0,8.0,0.0,12.0,40.0,1.6709637479564565,,1.5707963267948966
2025-07-07--12h-12m-21s,15.0,12.0,2.0,11.0,40.0,1.5457937218955355,1.240790768478676,1.240790768478676
2025-07-07--12h-12m-21s,19.0,10.0,0.0,11.0,40.0,1.5957989316942578,,1.5707963267948966
2025-07-07--12h-12m-21s,27.0,8.0,0.0,5.0,40.0,1.4957258357181802,,1.5707963267948966
2025-07-07--12h-12m-21s,14.0,12.0,2.0,12.0,40.0,1.5707963267948966,1.2285922751034737,1.2285922751034737
2025-07-07--12h-12m-21s,21.0,10.0,1.0,8.0,40.0,1.5207754699891267,1.3954624047851896,1.3954624047851896
2025-07-07--12h-12m-21s,22.0,9.0,1.0,8.0,40.0,1.5457937218955355,1.4015055247230883,1.4015055247230883
2025-07-07--12h-12m-21s,18.0,9.0,3.0,10.0,40.0,1.5957989316942578,1.200373784790599,1.200373784790599
2025-07-07--12h-12m-21s,18.0,13.0,1.0,8.0,40.0,1.445468495626831,1.3750164300217382,1.3750164300217382
2025-07-07--12h-12m-21s,22.0,8.0,0.0,10.0,40.0,1.6208171836006666,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,15.0,0.0,9.0,40.0,1.4202280540182106,,1.5707963267948966
2025-07-07--12h-12m-21s,19.0,10.0,1.0,10.0,40.0,1.5707963267948966,1.3822676025446996,1.3822676025446996
2025-07-07--12h-12m-21s,19.0,12.0,0.0,9.0,40.0,1.4957258357181802,,1.5707963267948966
2025-07-07--12h-12m-21s,23.0,12.0,0.0,5.0,40.0,1.3948905586311804,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,11.0,1.0,12.0,40.0,1.5957989316942578,1.3588826749280258,1.3588826749280258
2025-07-07--12h-12m-21s,16.0,12.0,0.0,12.0,40.0,1.5707963267948966,,1.5707963267948966
2025-07-07--12h-12m-21s,21.0,11.0,0.0,8.0,40.0,1.4957258357181802,,1.5707963267948966
2025-07-07--12h-12m-21s,16.0,9.0,1.0,14.0,40.0,1.696124157962962,1.3588826749280258,1.3588826749280258
2025-07-07--12h-12m-21s,22.0,7.0,1.0,10.0,40.0,1.6458668178716132,1.4015055247230883,1.4015055247230883
2025-07-07--12h-12m-21s,20.0,14.0,0.0,6.0,40.0,1.369438406004566,,1.5707963267948966
2025-07-07--12h-12m-21s,20.0,12.0,0.0,8.0,40.0,1.4706289056333368,,1.5707963267948966
2025-07-07--12h-12m-21s,23.0,12.0,0.0,5.0,40.0,1.3948905586311804,,1.5707963267948966
2025-07-07--12h-12m-21s,21.0,13.0,0.0,6.0,40.0,1.3948905586311804,,1.5707963267948966
2025-07-07--12h-12m-21s,17.0,12.0,0.0,11.0,40.0,1.5457937218955355,,1.5707963267948966
2025-07-07--12h-12m-21s,18.0,13.0,2.0,7.0,40.0,1.4202280540182106,1.2717812581031218,1.2717812581031218
2025-07-07--12h-12m-21s,17.0,9.0,1.0,13.0,40.0,1.6709637479564565,1.3672472281641834,1.3672472281641834
2025-07-07--12h-12m-21s,15.0,9.0,0.0,16.0,40.0,1.746702094958613,,1.5707963267948966
2025-07-07--12h-12m-21s,15.0,13.0,3.0,9.0,40.0,1.4706289056333368,1.1652490397953428,1.1652490397953428
2025-07-07--12h-12m-21s,20.0,7.0,2.0,11.0,40.0,1.6709637479564565,1.2888950729374034,1.2888950729374034
2025-07-07--12h-12m-21s,22.0,10.0,1.0,7.0,40.0,1.4957258357181802,1.4015055247230883,1.4015055247230883
2025-07-07--12h-12m-21s,16.0,11.0,2.0,11.0,40.0,1.5707963267948966,1.2519650181564412,1.2519650181564412
2025-07-07--12h-12m-21s,17.0,15.0,0.0,8.0,40.0,1.3948905586311804,,1.5707963267948966
2025-07-07--12h-12m-21s,19.0,9.0,1.0,11.0,40.0,1.6208171836006666,1.3822676025446996,1.3822676025446996
2025-07-07--12h-12m-21s,21.0,13.0,0.0,6.0,40.0,1.3948905586311804,,1.5707963267948966
2025-07-07--12h-12m-21s,19.0,9.0,2.0,10.0,40.0,1.5957989316942578,1.2806342182178525,1.2806342182178525
