data_dir,C',SB,VV,HH,N
2025-06-19--18h-11m-17s,6.0,26.0,3.0,125.0,160.0
2025-06-19--18h-11m-17s,6.0,22.0,2.0,130.0,160.0
2025-06-19--18h-11m-17s,7.0,27.0,4.0,122.0,160.0
2025-06-19--18h-11m-17s,6.0,23.0,5.0,126.0,160.0
2025-06-19--18h-11m-17s,15.0,27.0,3.0,115.0,160.0
2025-06-19--18h-11m-17s,7.0,35.0,3.0,115.0,160.0
2025-06-19--18h-11m-17s,0.0,37.0,7.0,116.0,160.0
2025-06-19--18h-11m-17s,8.0,34.0,5.0,113.0,160.0
2025-06-19--18h-11m-17s,13.0,29.0,5.0,113.0,160.0
2025-06-19--18h-11m-17s,8.0,34.0,3.0,115.0,160.0
2025-06-19--18h-11m-17s,5.0,23.0,1.0,131.0,160.0
2025-06-19--18h-11m-17s,8.0,29.0,6.0,117.0,160.0
2025-06-19--18h-11m-17s,6.0,34.0,3.0,117.0,160.0
2025-06-19--18h-11m-17s,10.0,24.0,2.0,124.0,160.0
2025-06-19--18h-11m-17s,10.0,34.0,4.0,112.0,160.0
2025-06-19--18h-11m-17s,8.0,25.0,1.0,126.0,160.0
2025-06-19--18h-11m-17s,8.0,15.0,2.0,135.0,160.0
2025-06-19--18h-11m-17s,9.0,32.0,4.0,115.0,160.0
2025-06-19--18h-11m-17s,10.0,30.0,2.0,118.0,160.0
2025-06-19--18h-11m-17s,10.0,23.0,0.0,127.0,160.0
2025-06-19--18h-11m-17s,8.0,35.0,7.0,110.0,160.0
2025-06-19--18h-11m-17s,9.0,24.0,0.0,127.0,160.0
2025-06-19--18h-11m-17s,11.0,21.0,4.0,124.0,160.0
2025-06-19--18h-11m-17s,10.0,29.0,3.0,118.0,160.0
2025-06-19--18h-11m-17s,11.0,28.0,1.0,120.0,160.0
2025-06-19--18h-11m-17s,8.0,23.0,5.0,124.0,160.0
2025-06-19--18h-11m-17s,11.0,30.0,2.0,117.0,160.0
2025-06-19--18h-11m-17s,9.0,29.0,3.0,119.0,160.0
2025-06-19--18h-11m-17s,13.0,34.0,1.0,112.0,160.0
2025-06-19--18h-11m-17s,7.0,33.0,3.0,117.0,160.0
2025-06-19--18h-11m-17s,6.0,34.0,7.0,113.0,160.0
2025-06-19--18h-11m-17s,12.0,28.0,4.0,116.0,160.0
2025-06-19--18h-11m-17s,10.0,32.0,4.0,114.0,160.0
2025-06-19--18h-11m-17s,11.0,28.0,5.0,116.0,160.0
2025-06-19--18h-11m-17s,11.0,27.0,3.0,119.0,160.0
2025-06-19--18h-11m-17s,5.0,34.0,2.0,119.0,160.0
2025-06-19--18h-11m-17s,7.0,24.0,1.0,128.0,160.0
2025-06-19--18h-11m-17s,5.0,28.0,1.0,126.0,160.0
2025-06-19--18h-11m-17s,10.0,30.0,7.0,113.0,160.0
2025-06-19--18h-11m-17s,5.0,30.0,8.0,117.0,160.0
2025-06-19--18h-11m-17s,10.0,35.0,1.0,114.0,160.0
2025-06-19--18h-11m-17s,5.0,36.0,3.0,116.0,160.0
2025-06-19--18h-11m-17s,7.0,31.0,2.0,120.0,160.0
2025-06-19--18h-11m-17s,9.0,23.0,7.0,121.0,160.0
2025-06-19--18h-11m-17s,7.0,24.0,5.0,124.0,160.0
2025-06-19--18h-11m-17s,10.0,25.0,1.0,124.0,160.0
2025-06-19--18h-11m-17s,9.0,30.0,3.0,118.0,160.0
2025-06-19--18h-11m-17s,9.0,34.0,5.0,112.0,160.0
2025-06-19--18h-11m-17s,6.0,27.0,2.0,125.0,160.0
2025-06-19--18h-11m-17s,10.0,35.0,5.0,110.0,160.0
2025-06-19--18h-11m-17s,7.0,30.0,4.0,119.0,160.0
2025-06-19--18h-11m-17s,6.0,36.0,5.0,113.0,160.0
2025-06-19--18h-11m-17s,7.0,33.0,6.0,114.0,160.0
2025-06-19--18h-11m-17s,10.0,38.0,2.0,110.0,160.0
2025-06-19--18h-11m-17s,5.0,28.0,2.0,125.0,160.0
2025-06-19--18h-11m-17s,8.0,23.0,3.0,126.0,160.0
2025-06-19--18h-11m-17s,14.0,34.0,2.0,110.0,160.0
2025-06-19--18h-11m-17s,11.0,26.0,5.0,118.0,160.0
2025-06-19--18h-11m-17s,5.0,26.0,2.0,127.0,160.0
2025-06-19--18h-11m-17s,9.0,29.0,3.0,119.0,160.0
2025-06-19--18h-11m-17s,7.0,26.0,3.0,124.0,160.0
2025-06-19--18h-11m-17s,7.0,31.0,2.0,120.0,160.0
2025-06-19--18h-11m-17s,7.0,30.0,4.0,119.0,160.0
2025-06-19--18h-11m-17s,4.0,34.0,4.0,118.0,160.0
2025-06-19--18h-11m-17s,7.0,29.0,2.0,122.0,160.0
2025-06-19--18h-11m-17s,13.0,38.0,2.0,107.0,160.0
2025-06-19--18h-11m-17s,4.0,29.0,3.0,124.0,160.0
2025-06-19--18h-11m-17s,6.0,28.0,2.0,124.0,160.0
2025-06-19--18h-11m-17s,13.0,24.0,4.0,119.0,160.0
2025-06-19--18h-11m-17s,7.0,30.0,1.0,122.0,160.0
2025-06-19--18h-11m-17s,7.0,34.0,2.0,117.0,160.0
2025-06-19--18h-11m-17s,5.0,30.0,3.0,122.0,160.0
2025-06-19--18h-11m-17s,5.0,25.0,6.0,124.0,160.0
2025-06-19--18h-11m-17s,9.0,31.0,5.0,115.0,160.0
2025-06-19--18h-11m-17s,9.0,26.0,1.0,124.0,160.0
2025-06-19--18h-11m-17s,6.0,32.0,5.0,117.0,160.0
2025-06-19--18h-11m-17s,7.0,29.0,4.0,120.0,160.0
2025-06-19--18h-11m-17s,7.0,21.0,4.0,128.0,160.0
2025-06-19--18h-11m-17s,12.0,27.0,0.0,121.0,160.0
2025-06-19--18h-11m-17s,9.0,31.0,0.0,120.0,160.0
2025-06-19--18h-11m-17s,9.0,28.0,3.0,120.0,160.0
2025-06-19--18h-11m-17s,8.0,33.0,1.0,118.0,160.0
2025-06-19--18h-11m-17s,6.0,36.0,5.0,113.0,160.0
2025-06-19--18h-11m-17s,8.0,32.0,3.0,117.0,160.0
2025-06-19--18h-11m-17s,10.0,20.0,4.0,126.0,160.0
2025-06-19--18h-11m-17s,6.0,37.0,5.0,112.0,160.0
2025-06-19--18h-11m-17s,6.0,23.0,4.0,127.0,160.0
2025-06-19--18h-11m-17s,10.0,25.0,7.0,118.0,160.0
2025-06-19--18h-11m-17s,8.0,28.0,2.0,122.0,160.0
2025-06-19--18h-11m-17s,8.0,30.0,0.0,122.0,160.0
2025-06-19--18h-11m-17s,8.0,34.0,1.0,117.0,160.0
2025-06-19--18h-11m-17s,11.0,32.0,5.0,112.0,160.0
2025-06-19--18h-11m-17s,9.0,33.0,4.0,114.0,160.0
2025-06-19--18h-11m-17s,10.0,30.0,3.0,117.0,160.0
2025-06-19--18h-11m-17s,5.0,27.0,7.0,121.0,160.0
2025-06-19--18h-11m-17s,7.0,22.0,2.0,129.0,160.0
2025-06-19--18h-11m-17s,9.0,25.0,3.0,123.0,160.0
2025-06-19--18h-11m-17s,10.0,37.0,7.0,106.0,160.0
2025-06-19--18h-11m-17s,5.0,23.0,5.0,127.0,160.0
2025-06-19--18h-11m-17s,4.0,27.0,6.0,123.0,160.0
2025-06-19--18h-11m-17s,4.0,36.0,4.0,116.0,160.0
2025-06-19--18h-11m-17s,5.0,37.0,2.0,116.0,160.0
2025-06-19--18h-11m-17s,16.0,28.0,4.0,112.0,160.0
2025-06-19--18h-11m-17s,5.0,38.0,4.0,113.0,160.0
2025-06-19--18h-11m-17s,13.0,30.0,3.0,114.0,160.0
2025-06-19--18h-11m-17s,4.0,33.0,6.0,117.0,160.0
2025-06-19--18h-11m-17s,12.0,32.0,3.0,113.0,160.0
2025-06-19--18h-11m-17s,11.0,28.0,4.0,117.0,160.0
2025-06-19--18h-11m-17s,5.0,30.0,0.0,125.0,160.0
2025-06-19--18h-11m-17s,12.0,30.0,4.0,114.0,160.0
2025-06-19--18h-11m-17s,6.0,27.0,1.0,126.0,160.0
2025-06-19--18h-11m-17s,8.0,32.0,1.0,119.0,160.0
2025-06-19--18h-11m-17s,9.0,34.0,2.0,115.0,160.0
2025-06-19--18h-11m-17s,6.0,26.0,4.0,124.0,160.0
2025-06-19--18h-11m-17s,7.0,34.0,4.0,115.0,160.0
2025-06-19--18h-11m-17s,3.0,26.0,5.0,126.0,160.0
2025-06-19--18h-11m-17s,19.0,20.0,4.0,117.0,160.0
2025-06-19--18h-11m-17s,8.0,21.0,5.0,126.0,160.0
2025-06-19--18h-11m-17s,14.0,36.0,4.0,106.0,160.0
2025-06-19--18h-11m-17s,7.0,27.0,5.0,121.0,160.0
2025-06-19--18h-11m-17s,5.0,26.0,3.0,126.0,160.0
2025-06-19--18h-11m-17s,5.0,19.0,3.0,133.0,160.0
2025-06-19--18h-11m-17s,9.0,34.0,5.0,112.0,160.0
2025-06-19--18h-11m-17s,12.0,34.0,2.0,112.0,160.0
2025-06-19--18h-11m-17s,6.0,33.0,3.0,118.0,160.0
2025-06-19--18h-11m-17s,12.0,31.0,5.0,112.0,160.0
2025-06-19--18h-11m-17s,9.0,23.0,4.0,124.0,160.0
2025-06-19--18h-11m-17s,6.0,25.0,5.0,124.0,160.0
2025-06-19--18h-11m-17s,11.0,26.0,4.0,119.0,160.0
2025-06-19--18h-11m-17s,9.0,32.0,5.0,114.0,160.0
2025-06-19--18h-11m-17s,8.0,34.0,1.0,117.0,160.0
2025-06-19--18h-11m-17s,7.0,39.0,4.0,110.0,160.0
2025-06-19--18h-11m-17s,9.0,32.0,4.0,115.0,160.0
2025-06-19--18h-11m-17s,15.0,28.0,8.0,109.0,160.0
2025-06-19--18h-11m-17s,7.0,28.0,1.0,124.0,160.0
2025-06-19--18h-11m-17s,7.0,33.0,3.0,117.0,160.0
