data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-48m-26s,1.0,1.0,29.0,9.0,40.0,2.34619382340565,0.3217505543966422
2025-05-23--18h-48m-26s,0.5,1.0,31.0,7.5,40.0,2.4188584057763776,0.25268025514207865
2025-05-23--18h-48m-26s,0.0,0.0,31.0,9.0,40.0,2.457511421794464,0.0
2025-05-23--18h-48m-26s,1.5,0.0,32.0,6.5,40.0,2.498091544796509,0.4478323969289325
2025-05-23--18h-48m-26s,0.5,1.0,31.0,7.5,40.0,2.4188584057763776,0.25268025514207865
2025-05-23--18h-48m-26s,0.5,1.0,33.0,5.5,40.0,2.498091544796509,0.2928427717285755
2025-05-23--18h-48m-26s,0.5,1.0,30.0,8.5,40.0,2.381830721082478,0.23794112483020827
2025-05-23--18h-48m-26s,1.0,3.0,30.0,6.0,40.0,2.3117610289979167,0.38759668665518066
2025-05-23--18h-48m-26s,1.5,0.0,35.0,3.5,40.0,2.636232143305636,0.5796397403637042
2025-05-23--18h-48m-26s,0.0,0.0,32.0,8.0,40.0,2.498091544796509,0.0
2025-05-23--18h-48m-26s,0.0,1.0,31.0,8.0,40.0,2.4188584057763776,0.0
2025-05-23--18h-48m-26s,1.5,3.0,28.0,7.5,40.0,2.2459278597319283,0.4205343352839651
2025-05-23--18h-48m-26s,1.0,0.0,34.0,5.0,40.0,2.5867816206097216,0.4205343352839651
2025-05-23--18h-48m-26s,0.5,0.0,36.0,3.5,40.0,2.6905658417935308,0.3613671239067078
2025-05-23--18h-48m-26s,1.0,0.0,34.0,5.0,40.0,2.5867816206097216,0.4205343352839651
2025-05-23--18h-48m-26s,1.5,0.0,31.0,7.5,40.0,2.457511421794464,0.4205343352839651
2025-05-23--18h-48m-26s,0.5,0.0,30.0,9.5,40.0,2.4188584057763776,0.2255134058981312
2025-05-23--18h-48m-26s,0.0,2.0,29.0,9.0,40.0,2.3117610289979167,0.0
2025-05-23--18h-48m-26s,0.0,1.0,32.0,7.0,40.0,2.457511421794464,0.0
2025-05-23--18h-48m-26s,0.5,2.0,28.0,9.5,40.0,2.278380763520252,0.2255134058981312
2025-05-23--18h-48m-26s,0.0,0.0,33.0,7.0,40.0,2.540998526723742,0.0
2025-05-23--18h-48m-26s,0.5,0.0,30.0,9.5,40.0,2.4188584057763776,0.2255134058981312
2025-05-23--18h-48m-26s,0.0,0.0,31.0,9.0,40.0,2.457511421794464,0.0
2025-05-23--18h-48m-26s,1.5,0.0,33.0,5.5,40.0,2.540998526723742,0.4812753739423435
2025-05-23--18h-48m-26s,0.5,0.0,31.0,8.5,40.0,2.457511421794464,0.23794112483020827
2025-05-23--18h-48m-26s,1.0,0.0,33.0,6.0,40.0,2.540998526723742,0.38759668665518066
2025-05-23--18h-48m-26s,0.5,0.0,32.0,7.5,40.0,2.498091544796509,0.25268025514207865
2025-05-23--18h-48m-26s,0.5,0.0,30.0,9.5,40.0,2.4188584057763776,0.2255134058981312
2025-05-23--18h-48m-26s,0.5,0.0,32.0,7.5,40.0,2.498091544796509,0.25268025514207865
2025-05-23--18h-48m-26s,2.0,0.0,31.0,7.0,40.0,2.457511421794464,0.49088267828931137
2025-05-23--18h-48m-26s,1.0,2.0,29.0,8.0,40.0,2.3117610289979167,0.339836909454122
2025-05-23--18h-48m-26s,1.0,0.0,32.0,7.0,40.0,2.498091544796509,0.3613671239067078
2025-05-23--18h-48m-26s,0.0,0.0,29.0,11.0,40.0,2.381830721082478,0.0
2025-05-23--18h-48m-26s,0.0,1.0,31.0,8.0,40.0,2.4188584057763776,0.0
2025-05-23--18h-48m-26s,1.0,0.0,33.0,6.0,40.0,2.540998526723742,0.38759668665518066
2025-05-23--18h-48m-26s,0.5,0.0,36.0,3.5,40.0,2.6905658417935308,0.3613671239067078
2025-05-23--18h-48m-26s,0.5,0.0,28.0,11.5,40.0,2.34619382340565,0.20556893116117386
2025-05-23--18h-48m-26s,0.5,0.0,33.0,6.5,40.0,2.540998526723742,0.2705497629785729
2025-05-23--18h-48m-26s,0.0,0.0,35.0,5.0,40.0,2.636232143305636,0.0
2025-05-23--18h-48m-26s,1.0,0.0,28.0,11.0,40.0,2.34619382340565,0.2928427717285755
2025-05-23--18h-48m-26s,2.0,0.0,29.0,9.0,40.0,2.381830721082478,0.4405106630046985
2025-05-23--18h-48m-26s,1.5,0.0,32.0,6.5,40.0,2.498091544796509,0.4478323969289325
2025-05-23--18h-48m-26s,1.0,0.0,31.0,8.0,40.0,2.457511421794464,0.339836909454122
2025-05-23--18h-48m-26s,0.0,0.0,32.0,8.0,40.0,2.498091544796509,0.0
2025-05-23--18h-48m-26s,0.5,0.0,32.0,7.5,40.0,2.498091544796509,0.25268025514207865
2025-05-23--18h-48m-26s,1.5,0.0,30.0,8.5,40.0,2.4188584057763776,0.3976994150920718
2025-05-23--18h-48m-26s,0.5,1.0,28.0,10.5,40.0,2.3117610289979167,0.21484983307571223
2025-05-23--18h-48m-26s,1.0,1.0,35.0,3.0,40.0,2.5867816206097216,0.5235987755982988
2025-05-23--18h-48m-26s,0.0,1.0,35.0,4.0,40.0,2.5867816206097216,0.0
2025-05-23--18h-48m-26s,2.0,1.0,31.0,6.0,40.0,2.4188584057763776,0.5235987755982988
2025-05-23--18h-48m-26s,1.0,1.0,32.0,6.0,40.0,2.457511421794464,0.38759668665518066
2025-05-23--18h-48m-26s,1.5,0.0,34.0,4.5,40.0,2.5867816206097216,0.5235987755982988
2025-05-23--18h-48m-26s,0.5,0.0,32.0,7.5,40.0,2.498091544796509,0.25268025514207865
2025-05-23--18h-48m-26s,1.0,0.0,35.0,4.0,40.0,2.636232143305636,0.4636476090008061
2025-05-23--18h-48m-26s,0.5,1.0,32.0,6.5,40.0,2.457511421794464,0.2705497629785729
2025-05-23--18h-48m-26s,0.5,0.0,31.0,8.5,40.0,2.457511421794464,0.23794112483020827
2025-05-23--18h-48m-26s,0.0,1.0,30.0,9.0,40.0,2.381830721082478,0.0
2025-05-23--18h-48m-26s,0.5,1.0,30.0,8.5,40.0,2.381830721082478,0.23794112483020827
2025-05-23--18h-48m-26s,1.0,0.0,34.0,5.0,40.0,2.5867816206097216,0.4205343352839651
2025-05-23--18h-48m-26s,1.5,0.0,34.0,4.5,40.0,2.5867816206097216,0.5235987755982988
2025-05-23--18h-48m-26s,0.0,2.0,30.0,8.0,40.0,2.34619382340565,0.0
2025-05-23--18h-48m-26s,3.0,1.0,27.0,9.0,40.0,2.278380763520252,0.5235987755982988
2025-05-23--18h-48m-26s,0.5,0.0,33.0,6.5,40.0,2.540998526723742,0.2705497629785729
2025-05-23--18h-48m-26s,1.5,1.0,32.0,5.5,40.0,2.457511421794464,0.4812753739423435
2025-05-23--18h-48m-26s,0.5,2.0,28.0,9.5,40.0,2.278380763520252,0.2255134058981312
2025-05-23--18h-48m-26s,0.0,1.0,31.0,8.0,40.0,2.4188584057763776,0.0
2025-05-23--18h-48m-26s,0.5,0.0,35.0,4.5,40.0,2.636232143305636,0.3217505543966422
2025-05-23--18h-48m-26s,0.0,0.0,31.0,9.0,40.0,2.457511421794464,0.0
2025-05-23--18h-48m-26s,1.0,0.0,34.0,5.0,40.0,2.5867816206097216,0.4205343352839651
2025-05-23--18h-48m-26s,1.0,0.0,34.0,5.0,40.0,2.5867816206097216,0.4205343352839651
2025-05-23--18h-48m-26s,0.5,1.0,26.0,12.5,40.0,2.2459278597319283,0.19739555984988078
2025-05-23--18h-48m-26s,1.0,1.0,33.0,5.0,40.0,2.498091544796509,0.4205343352839651
2025-05-23--18h-48m-26s,2.5,0.0,29.0,8.5,40.0,2.381830721082478,0.4969324907792199
2025-05-23--18h-48m-26s,0.5,1.0,29.0,9.5,40.0,2.34619382340565,0.2255134058981312
2025-05-23--18h-48m-26s,1.0,0.0,32.0,7.0,40.0,2.498091544796509,0.3613671239067078
2025-05-23--18h-48m-26s,0.5,1.0,33.0,5.5,40.0,2.498091544796509,0.2928427717285755
2025-05-23--18h-48m-26s,0.0,0.0,34.0,6.0,40.0,2.5867816206097216,0.0
2025-05-23--18h-48m-26s,1.5,1.0,29.0,8.5,40.0,2.34619382340565,0.3976994150920718
2025-05-23--18h-48m-26s,0.5,1.0,30.0,8.5,40.0,2.381830721082478,0.23794112483020827
2025-05-23--18h-48m-26s,0.5,0.0,32.0,7.5,40.0,2.498091544796509,0.25268025514207865
2025-05-23--18h-48m-26s,0.5,1.0,30.0,8.5,40.0,2.381830721082478,0.23794112483020827
2025-05-23--18h-48m-26s,1.0,0.0,34.0,5.0,40.0,2.5867816206097216,0.4205343352839651
2025-05-23--18h-48m-26s,0.0,0.0,31.0,9.0,40.0,2.457511421794464,0.0
2025-05-23--18h-48m-26s,0.5,1.0,29.0,9.5,40.0,2.34619382340565,0.2255134058981312
2025-05-23--18h-48m-26s,0.0,0.0,34.0,6.0,40.0,2.5867816206097216,0.0
2025-05-23--18h-48m-26s,0.5,0.0,32.0,7.5,40.0,2.498091544796509,0.25268025514207865
2025-05-23--18h-48m-26s,1.5,0.0,33.0,5.5,40.0,2.540998526723742,0.4812753739423435
2025-05-23--18h-48m-26s,0.5,1.0,35.0,3.5,40.0,2.5867816206097216,0.3613671239067078
2025-05-23--18h-48m-26s,3.5,0.0,29.0,7.5,40.0,2.381830721082478,0.5993138964172853
2025-05-23--18h-48m-26s,0.0,0.0,30.0,10.0,40.0,2.4188584057763776,0.0
2025-05-23--18h-48m-26s,1.0,0.0,30.0,9.0,40.0,2.4188584057763776,0.3217505543966422
2025-05-23--18h-48m-26s,1.0,1.0,31.0,7.0,40.0,2.4188584057763776,0.3613671239067078
2025-05-23--18h-48m-26s,1.0,0.0,32.0,7.0,40.0,2.498091544796509,0.3613671239067078
2025-05-23--18h-48m-26s,2.0,1.0,28.0,9.0,40.0,2.3117610289979167,0.4405106630046985
2025-05-23--18h-48m-26s,0.0,0.0,34.0,6.0,40.0,2.5867816206097216,0.0
2025-05-23--18h-48m-26s,1.0,0.0,33.0,6.0,40.0,2.540998526723742,0.38759668665518066
2025-05-23--18h-48m-26s,0.5,1.0,31.0,7.5,40.0,2.4188584057763776,0.25268025514207865
2025-05-23--18h-48m-26s,2.0,0.0,31.0,7.0,40.0,2.457511421794464,0.49088267828931137
2025-05-23--18h-48m-26s,1.0,3.0,25.0,11.0,40.0,2.15316056466364,0.2928427717285755
2025-05-23--18h-48m-26s,2.0,1.0,30.0,7.0,40.0,2.381830721082478,0.49088267828931137
2025-05-23--18h-48m-26s,0.0,1.0,36.0,3.0,40.0,2.636232143305636,0.0
2025-05-23--18h-48m-26s,0.0,0.0,34.0,6.0,40.0,2.5867816206097216,0.0
2025-05-23--18h-48m-26s,0.0,2.0,32.0,6.0,40.0,2.4188584057763776,0.0
2025-05-23--18h-48m-26s,0.0,1.0,30.0,9.0,40.0,2.381830721082478,0.0
2025-05-23--18h-48m-26s,1.5,1.0,32.0,5.5,40.0,2.457511421794464,0.4812753739423435
