data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-23--18h-13m-17s,1.5,17.0,3.0,18.5,40.0,1.2075292985086952,0.27347947429872654,69.18633244294116,15.6692196607735
2025-05-23--18h-13m-17s,1.0,18.0,5.0,16.0,40.0,1.234546524913781,0.2414722726357701,70.73430549010199,13.835342091461985
2025-05-23--18h-13m-17s,1.0,12.0,11.0,16.0,40.0,1.5454128903850783,0.2414722726357701,88.54563622417871,13.835342091461985
2025-05-23--18h-13m-17s,0.5,20.0,5.0,14.5,40.0,1.1802316167641536,0.18093000192997485,67.62229048848762,10.366525497881398
2025-05-23--18h-13m-17s,0.5,15.0,6.0,18.5,40.0,1.340335289368688,0.1605571994952417,76.79555521327174,9.19924990151734
2025-05-23--18h-13m-17s,0.0,16.0,5.0,19.0,40.0,1.2878481370207542,0.0,73.78826290507496,0.0
2025-05-23--18h-13m-17s,0.5,19.0,4.0,16.5,40.0,1.1802316167641536,0.1698338530039141,67.62229048848762,9.730762995569496
2025-05-23--18h-13m-17s,0.5,12.0,3.0,24.5,40.0,1.340335289368688,0.13981195308489874,76.79555521327174,8.010634837245767
2025-05-23--18h-13m-17s,1.0,19.0,6.0,14.0,40.0,1.234546524913781,0.25743972657095276,70.73430549010199,14.75020981151751
2025-05-23--18h-13m-17s,0.0,20.0,3.0,17.0,40.0,1.124672394791883,0.0,64.43898155644601,0.0
2025-05-23--18h-13m-17s,0.0,20.0,5.0,15.0,40.0,1.1802316167641536,0.0,67.62229048848762,0.0
2025-05-23--18h-13m-17s,0.0,20.0,7.0,13.0,40.0,1.234546524913781,0.0,70.73430549010199,0.0
2025-05-23--18h-13m-17s,0.5,15.0,6.0,18.5,40.0,1.340335289368688,0.1605571994952417,76.79555521327174,9.19924990151734
2025-05-23--18h-13m-17s,0.5,16.0,6.0,17.5,40.0,1.3141821007608674,0.16500025197837404,75.29708788523399,9.453818056955944
2025-05-23--18h-13m-17s,0.0,16.0,8.0,16.0,40.0,1.3663289246478492,0.0,78.28488080897003,0.0
2025-05-23--18h-13m-17s,0.5,18.0,6.0,15.5,40.0,1.2613109239596536,0.1751187949816745,72.26779259663445,10.03356786586669
2025-05-23--18h-13m-17s,0.5,21.0,7.0,11.5,40.0,1.2075292985086952,0.20259184530918437,69.18633244294116,11.607657699983509
2025-05-23--18h-13m-17s,2.0,20.0,4.0,14.0,40.0,1.1526235340514657,0.3564338525814142,66.04046386860252,20.422155428503196
2025-05-23--18h-13m-17s,1.5,17.0,6.0,15.5,40.0,1.2878481370207542,0.2973670565919592,73.78826290507496,17.03787730894717
2025-05-23--18h-13m-17s,0.5,18.0,6.0,15.5,40.0,1.2613109239596536,0.1751187949816745,72.26779259663445,10.03356786586669
2025-05-23--18h-13m-17s,1.0,14.0,4.0,21.0,40.0,1.3141821007608674,0.2117463452419459,75.29708788523399,12.13217190968354
2025-05-23--18h-13m-17s,0.5,15.0,6.0,18.5,40.0,1.340335289368688,0.1605571994952417,76.79555521327174,9.19924990151734
